question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
348,MCQ,"Mitral leaflet image shows normal thin anterior and posterior leaflets, both directed into the LV in diastole. Which option best describes this?",Thick; thin; LV; LA,Thick; thick; LV; LV,Thin; thin; LV; LV,Thick; thick; LV; LA,Thin; thin; LV; RA,,C,C — Thin; thin; LV; LV,Normal mitral leaflets are thin and point into the LV cavity in diastole.,Normal mitral leaflets are thin and point into the LV cavity in diastole.,"Correct answer: C — Thin; thin; LV; LV. Normal mitral leaflets are thin and point into the LV cavity in diastole. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo/Valves
349,MCQ,"During BP measurement, Korotkoff sounds first appear at 180 mmHg, disappear from 120 to 80 mmHg, then become audible again and finally disappear at 50 mmHg. How should the BP be recorded?",120/50 mmHg,180/80 mmHg,120/80 mmHg,180/50 mmHg,80/50 mmHg,,D,D — 180/50 mmHg,This is an auscultatory gap; true systolic pressure is 180 and diastolic is 50 mmHg.,This is an auscultatory gap; true systolic pressure is 180 and diastolic is 50 mmHg.,"Correct answer: D — 180/50 mmHg. This is an auscultatory gap; true systolic pressure is 180 and diastolic is 50 mmHg. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Clinical methods
350,MCQ,Upper limit of normal for average nighttime blood pressure on ABPM in this question set?,<120/80 mmHg,<120/75 mmHg,<130/80 mmHg,<135/85 mmHg,,,B,B — <120/75 mmHg,The keyed answer uses <120/75 mmHg as the upper limit of normal nighttime BP.,The keyed answer uses <120/75 mmHg as the upper limit of normal nighttime BP.,"Correct answer: B — <120/75 mmHg. The keyed answer uses <120/75 mmHg as the upper limit of normal nighttime BP. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension/ABPM
351,MCQ,Which finding is consistent with a negative exercise stress test?,Drop in systolic BP >10 mmHg,Upsloping ST depression after starting exercise,Inadequate increase in HR,Relief of angina with nitrate after 5 minutes,Anginal pain at the beginning of the test that improves with exercise,,B,B — Upsloping ST depression after starting exercise,Upsloping ST depression is generally non-diagnostic for ischemia and is considered a negative result in this item.,Upsloping ST depression is generally non-diagnostic for ischemia and is considered a negative result in this item.,"Correct answer: B — Upsloping ST depression after starting exercise. Upsloping ST depression is generally non-diagnostic for ischemia and is considered a negative result in this item. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Stress testing
352,MCQ,"During exercise-induced myocardial ischemia, which is typically the earliest physiologic abnormality?",Reduced perfusion,Diastolic and systolic LV dysfunction,Abnormal lactate metabolism,ECG changes,Angina,,A,A — Reduced perfusion,Reduced perfusion is the earliest event in the ischemic cascade.,Reduced perfusion is the earliest event in the ischemic cascade.,"Correct answer: A — Reduced perfusion. Reduced perfusion is the earliest event in the ischemic cascade. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Ischemia physiology
353,MCQ,"48-year-old woman with symptomatic severe rheumatic mitral stenosis (MVA 1.0 cm²), trace MR, favorable valve score 6/16. Next best step before PMBV?",Optimize medical therapy only,Refer for surgical MVR,Perform TEE,Proceed directly to PMC,Repeat TTE in 6 months,,C,C — Perform TEE,TEE is required to exclude LA/LAA thrombus before balloon mitral valvotomy.,TEE is required to exclude LA/LAA thrombus before balloon mitral valvotomy.,"Correct answer: C — Perform TEE. TEE is required to exclude LA/LAA thrombus before balloon mitral valvotomy. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular
354,MCQ,"Cardiogenic shock several days after MI with elevated JVP, crackles, and new apical holosystolic murmur. Which artery is most likely involved?",Left circumflex artery,Right coronary artery,Left anterior descending artery,Obtuse marginal branch,,,B,B — Right coronary artery,Acute severe MR from posteromedial papillary muscle rupture is usually due to RCA infarction.,Acute severe MR from posteromedial papillary muscle rupture is usually due to RCA infarction.,"Correct answer: B — Right coronary artery. Acute severe MR from posteromedial papillary muscle rupture is usually due to RCA infarction. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS/Mechanical complications
355,MCQ,Stress perfusion study shows a fully reversible anterior wall and septal defect involving >30% of myocardium. Recommended management?,Coronary angiography,Medical management only,Perform stress echo,None of the above,,,A,A — Coronary angiography,A large reversible anterior/septal defect indicates high-risk ischemia and warrants angiography.,A large reversible anterior/septal defect indicates high-risk ischemia and warrants angiography.,"Correct answer: A — Coronary angiography. A large reversible anterior/septal defect indicates high-risk ischemia and warrants angiography. In nuclear cardiology questions, look for the factor that most directly changes tracer handling, image quality, or test interpretation. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Nuclear cardiology
356,MCQ,Stress perfusion image shows a defect at the apex on stress images but not at rest. What does it show?,Reversible apical perfusion defect,Reversible defect of entire LAD area,Inferior wall ischemia,Apical infarct,,,A,A — Reversible apical perfusion defect,A stress-only apical defect indicates reversible apical ischemia.,A stress-only apical defect indicates reversible apical ischemia.,"Correct answer: A — Reversible apical perfusion defect. A stress-only apical defect indicates reversible apical ischemia. In nuclear cardiology questions, look for the factor that most directly changes tracer handling, image quality, or test interpretation. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Nuclear cardiology
357,MCQ,Mitral inflow Doppler pattern with E:A >2 and deceleration time <150 ms is least likely compatible with which condition?,Chronic secondary mitral regurgitation,Severe mitral stenosis,Aortic stenosis with concentric LVH,Cardiac amyloidosis,Diastolic dysfunction,,B,B — Severe mitral stenosis,"This restrictive filling pattern fits severe diastolic dysfunction, not severe mitral stenosis.","This restrictive filling pattern fits severe diastolic dysfunction, not severe mitral stenosis.","Correct answer: B — Severe mitral stenosis. This restrictive filling pattern fits severe diastolic dysfunction, not severe mitral stenosis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo/Diastology
358,MCQ,Elderly woman with systolic murmur has chest X-ray showing enlargement highlighted by arrows. Most important finding?,Marked enlargement of main pulmonary artery,Marked enlargement of the aorta,Marked enlargement of the right pulmonary artery,Marked enlargement of the main and left pulmonary arteries,,,D,D — Marked enlargement of the main and left pulmonary arteries,The radiograph shows enlargement of both the main and left pulmonary arteries.,The radiograph shows enlargement of both the main and left pulmonary arteries.,"Correct answer: D — Marked enlargement of the main and left pulmonary arteries. The radiograph shows enlargement of both the main and left pulmonary arteries. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Imaging/CXR
359,MCQ,Mitral M-mode shows premature MV closure and Doppler of aortic arch shows marked holodiastolic flow reversal. What is the diagnosis?,Acute severe aortic regurgitation,Chronic severe aortic regurgitation,Mitral stenosis,None of the above,,,A,A — Acute severe aortic regurgitation,Premature mitral valve closure with prominent holodiastolic flow reversal indicates acute severe AR.,Premature mitral valve closure with prominent holodiastolic flow reversal indicates acute severe AR.,"Correct answer: A — Acute severe aortic regurgitation. Premature mitral valve closure with prominent holodiastolic flow reversal indicates acute severe AR. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo/Valves
360,MCQ,"22-year-old with syncope and non-sustained VT of LBBB morphology, normal LV, mildly dilated RV, TAPSE 15 mm. Most useful next test?",Cardiac magnetic resonance imaging,Electrophysiology testing,Endomyocardial biopsy,Loop recorder,,,A,A — Cardiac magnetic resonance imaging,CMR is the best test to evaluate arrhythmogenic RV cardiomyopathy.,CMR is the best test to evaluate arrhythmogenic RV cardiomyopathy.,"Correct answer: A — Cardiac magnetic resonance imaging. CMR is the best test to evaluate arrhythmogenic RV cardiomyopathy. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Arrhythmia/CMR
361,MCQ,"In heart failure, E:A ratio >1.5 with E-wave deceleration time 120 ms indicates:",Normal LV filling,Low filling pressure with reduced compliance,High filling pressure with increased compliance,Low filling pressure with increased compliance,High filling pressure with reduced LV compliance,,E,E — High filling pressure with reduced LV compliance,This is a restrictive filling pattern indicating elevated filling pressures and poor compliance.,This is a restrictive filling pattern indicating elevated filling pressures and poor compliance.,"Correct answer: E — High filling pressure with reduced LV compliance. This is a restrictive filling pattern indicating elevated filling pressures and poor compliance. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo/Diastology
362,MCQ,"33-year-old with cardiac disease, GFR 28 mL/min, TSH 9.2 μIU/mL develops rapid AF. Best way to restore sinus rhythm?",DC cardioversion,Sotalol,Amiodarone,Digoxin,Verapamil,,A,A — DC cardioversion,Hypothyroidism and CKD make amiodarone and sotalol undesirable; synchronized cardioversion is best.,Hypothyroidism and CKD make amiodarone and sotalol undesirable; synchronized cardioversion is best.,"Correct answer: A — DC cardioversion. Hypothyroidism and CKD make amiodarone and sotalol undesirable; synchronized cardioversion is best. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
363,MCQ,"After cardiac transplantation, LDL is 180 mg/dL and triglycerides 115 mg/dL. Which lipid-lowering drug is most appropriate?",Ezetimibe,Lovastatin,Atorvastatin,Pravastatin,,,D,D — Pravastatin,Pravastatin has fewer CYP-mediated interactions with transplant immunosuppressants.,Pravastatin has fewer CYP-mediated interactions with transplant immunosuppressants.,"Correct answer: D — Pravastatin. Pravastatin has fewer CYP-mediated interactions with transplant immunosuppressants. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Transplant/Cardiology
364,MCQ,Elevated venous pressure with absent x and y descents plus a prominent pulsus paradoxus most likely indicates:,Constrictive pericarditis,Restrictive cardiomyopathy,Tricuspid regurgitation,Pulmonary hypertension,Cardiac tamponade,,E,E — Cardiac tamponade,Prominent pulsus paradoxus with blunted venous descents is classic for tamponade.,Prominent pulsus paradoxus with blunted venous descents is classic for tamponade.,"Correct answer: E — Cardiac tamponade. Prominent pulsus paradoxus with blunted venous descents is classic for tamponade. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial disease
365,MCQ,A systolic click that disappears on inspiration is most likely caused by:,Pulmonary valvular stenosis,Bicuspid aortic valve,Mitral valve prolapse,Pulmonary hypertension,,,A,A — Pulmonary valvular stenosis,Inspiration delays RV ejection and softens/abolishes the ejection click of pulmonary stenosis.,Inspiration delays RV ejection and softens/abolishes the ejection click of pulmonary stenosis.,"Correct answer: A — Pulmonary valvular stenosis. Inspiration delays RV ejection and softens/abolishes the ejection click of pulmonary stenosis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Auscultation
366,MCQ,All are known side effects of calcium-channel blockers except:,Peripheral edema,Gingival hyperplasia,Dyslipidemia,Negative inotropy,Negative chronotropy,,C,C — Dyslipidemia,CCBs do not cause dyslipidemia; the other listed adverse effects are recognized.,CCBs do not cause dyslipidemia; the other listed adverse effects are recognized.,"Correct answer: C — Dyslipidemia. CCBs do not cause dyslipidemia; the other listed adverse effects are recognized. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
367,MCQ,Heart-failure patient on bisoprolol and ramipril has creatinine rise from 180 to 270 µmol/L and potassium from 4.8 to 5.5 mEq/L. Best management?,Continue meds and recheck in 1 week,Stop ramipril and recheck in 1 week,Add spironolactone and recheck in 1 week,Halve the ramipril dose and recheck in 1 week,Stop all meds and recheck in 1 week,,D,D — Halve the ramipril dose and recheck in 1 week,A moderate ACE-inhibitor dose reduction with close monitoring is preferred.,A moderate ACE-inhibitor dose reduction with close monitoring is preferred.,"Correct answer: D — Halve the ramipril dose and recheck in 1 week. A moderate ACE-inhibitor dose reduction with close monitoring is preferred. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Heart failure
368,MCQ,All are consistent with severe mitral stenosis except:,Atrial fibrillation,Opening snap late after S2,Pulmonary congestion,Pulsatile liver,Right-ventricular heave,,B,B — Opening snap late after S2,A late opening snap suggests less severe mitral stenosis; severe MS usually has an early opening snap.,A late opening snap suggests less severe mitral stenosis; severe MS usually has an early opening snap.,"Correct answer: B — Opening snap late after S2. A late opening snap suggests less severe mitral stenosis; severe MS usually has an early opening snap. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
369,MCQ,"Three days after STEMI and stenting, patient has recurrent chest pain. Which test best detects new myocardial injury?",Echocardiogram,ECG,Serum myoglobin,Troponin-I,Troponin-T,,C,C — Serum myoglobin,"Myoglobin normalizes quickly, so a new rise can indicate reinfarction when troponins remain elevated.","Myoglobin normalizes quickly, so a new rise can indicate reinfarction when troponins remain elevated.","Correct answer: C — Serum myoglobin. Myoglobin normalizes quickly, so a new rise can indicate reinfarction when troponins remain elevated. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Biomarkers
370,MCQ,Elderly woman in cardiogenic shock was mistakenly given 100 mg IV metoprolol and remains bradycardic/hypotensive despite norepinephrine and dopamine. Next step?,Glucagon and milrinone,Glucagon and dobutamine,Intra-aortic balloon pump,Fluid resuscitation,Transvenous pacemaker,,A,A — Glucagon and milrinone,"In beta-blocker overdose, glucagon bypasses beta receptors and milrinone can improve inotropy.","In beta-blocker overdose, glucagon bypasses beta receptors and milrinone can improve inotropy.","Correct answer: A — Glucagon and milrinone. In beta-blocker overdose, glucagon bypasses beta receptors and milrinone can improve inotropy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Toxicology
371,MCQ,"Adult with repaired TOF now has exercise intolerance, RV dilation, moderate-severe pulmonary regurgitation, and QRS 160 ms. Most reasonable next test?",Repeat echo with saline contrast,Electrophysiology study,Cardiac catheterization,Cardiac magnetic resonance imaging,Diuretics and digitalis,,D,D — Cardiac magnetic resonance imaging,CMR is the gold standard for RV size and pulmonary regurgitant fraction in repaired TOF.,CMR is the gold standard for RV size and pulmonary regurgitant fraction in repaired TOF.,"Correct answer: D — Cardiac magnetic resonance imaging. CMR is the gold standard for RV size and pulmonary regurgitant fraction in repaired TOF. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Congenital/CMR
372,MCQ,Holter strip shows third-degree AV block with pauses >3 seconds in a patient in sinus rhythm. Next best step?,ICD,Implantable loop recorder,Reassurance with repeat Holter in 6 months,Dual-chamber permanent pacemaker,Single-chamber permanent pacemaker,,D,D — Dual-chamber permanent pacemaker,Complete AV block with significant pauses requires permanent pacing; dual-chamber pacing is preferred in sinus rhythm.,Complete AV block with significant pauses requires permanent pacing; dual-chamber pacing is preferred in sinus rhythm.,"Correct answer: D — Dual-chamber permanent pacemaker. Complete AV block with significant pauses requires permanent pacing; dual-chamber pacing is preferred in sinus rhythm. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia
373,MCQ,Cardiogenic shock with new holosystolic murmur 3 days after MI and extreme orthopnea on lying flat is slightly more characteristic of:,Ventricular septal rupture,Acute severe mitral regurgitation,Contained LV free-wall rupture,Large pericardial effusion without tamponade,,,B,B — Acute severe mitral regurgitation,Flash pulmonary edema and extreme immediate orthopnea are more characteristic of acute severe MR.,Flash pulmonary edema and extreme immediate orthopnea are more characteristic of acute severe MR.,"Correct answer: B — Acute severe mitral regurgitation. Flash pulmonary edema and extreme immediate orthopnea are more characteristic of acute severe MR. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS/Mechanical complications
374,MCQ,Hypertensive man with mild LVH and mild LA dilatation. Which medication is most effective in preventing atrial fibrillation?,ACE inhibitors,Beta-blockers,Calcium-channel antagonists,Diuretics,Alpha-blockers,,A,A — ACE inhibitors,ACE inhibitors/ARBs reduce atrial pressure and fibrosis and help prevent AF in hypertensive LVH.,ACE inhibitors/ARBs reduce atrial pressure and fibrosis and help prevent AF in hypertensive LVH.,"Correct answer: A — ACE inhibitors. ACE inhibitors/ARBs reduce atrial pressure and fibrosis and help prevent AF in hypertensive LVH. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension/AF
375,MCQ,"65-year-old diabetic man with prior MI and AF, LVEF 55%, no symptoms. Best thromboprophylaxis?",High-dose aspirin,Aspirin and clopidogrel,Aspirin and warfarin,Aspirin or warfarin,Warfarin,,E,E — Warfarin,"With CHA2DS2-VASc 3, oral anticoagulation is indicated; aspirin is insufficient.","With CHA2DS2-VASc 3, oral anticoagulation is indicated; aspirin is insufficient.","Correct answer: E — Warfarin. With CHA2DS2-VASc 3, oral anticoagulation is indicated; aspirin is insufficient. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",AF/Anticoagulation
376,MCQ,Patient with persistent AF on warfarin has NSTEMI and receives a DES in the LAD. Best post-PCI antithrombotic regimen in this item?,"Aspirin + clopidogrel + warfarin for 1 month, then warfarin alone","Aspirin + clopidogrel + warfarin for 1 month, then warfarin + clopidogrel for 11 months, then warfarin alone","Aspirin + clopidogrel + warfarin for 6 months, then warfarin + clopidogrel for 6 months, then warfarin alone","Aspirin + clopidogrel + warfarin for 12 months, then warfarin alone","Aspirin + warfarin for 12 months, then clopidogrel alone",,C,"C — Aspirin + clopidogrel + warfarin for 6 months, then warfarin + clopidogrel for 6 months, then warfarin alone","Triple therapy is used for a limited time after DES, followed by anticoagulant plus clopidogrel until 12 months, then anticoagulant alone.","Triple therapy is used for a limited time after DES, followed by anticoagulant plus clopidogrel until 12 months, then anticoagulant alone.","Correct answer: C — Aspirin + clopidogrel + warfarin for 6 months, then warfarin + clopidogrel for 6 months, then warfarin alone. Triple therapy is used for a limited time after DES, followed by anticoagulant plus clopidogrel until 12 months, then anticoagulant alone. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS/Anticoagulation
377,MCQ,"75-year-old woman with prior MI, LVEF 35%, and CHF asks if dronedarone can replace amiodarone. What is the advice?",More effective than amiodarone for sinus rhythm,No effect on ventricular rate during AF,Contraindicated in NYHA class IV heart failure patients,Suitable because she is diabetic and >70,More ocular side effects than amiodarone,,C,C — Contraindicated in NYHA class IV heart failure patients,Dronedarone is contraindicated in significant or recently decompensated heart failure because of increased mortality.,Dronedarone is contraindicated in significant or recently decompensated heart failure because of increased mortality.,"Correct answer: C — Contraindicated in NYHA class IV heart failure patients. Dronedarone is contraindicated in significant or recently decompensated heart failure because of increased mortality. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",AF/Pharmacology
378,MCQ,"55-year-old man with HFrEF NYHA III, no fluid overload, on bisoprolol and ramipril with stable labs. Which medication should be chosen next?",Furosemide 40 mg daily,Spironolactone 25 mg daily,Digoxin 62.5 mcg daily,Hydralazine 37.5 mg + isosorbide dinitrate 20 mg daily,Candesartan 4 mg daily,,B,B — Spironolactone 25 mg daily,Mineralocorticoid receptor antagonists reduce mortality in symptomatic HFrEF when renal function and potassium allow.,Mineralocorticoid receptor antagonists reduce mortality in symptomatic HFrEF when renal function and potassium allow.,"Correct answer: B — Spironolactone 25 mg daily. Mineralocorticoid receptor antagonists reduce mortality in symptomatic HFrEF when renal function and potassium allow. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure
379,MCQ,A thrill with a continuous machinery murmur in the left infraclavicular area is indicative of:,Patent ductus arteriosus,Left-arm AV fistula for dialysis,Venous hum,Pulmonary AV fistula,,,A,A — Patent ductus arteriosus,A continuous machinery murmur with thrill is classic for PDA.,A continuous machinery murmur with thrill is classic for PDA.,"Correct answer: A — Patent ductus arteriosus. A continuous machinery murmur with thrill is classic for PDA. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
380,MCQ,A continuous murmur in the parasternal region of a healthy adult that diminishes when lying down or with jugular pressure is most likely:,Patent ductus arteriosus,Aortic regurgitation,Venous hum,Arteriovenous fistula,,,C,C — Venous hum,A positional continuous murmur abolished by jugular pressure is a venous hum.,A positional continuous murmur abolished by jugular pressure is a venous hum.,"Correct answer: C — Venous hum. A positional continuous murmur abolished by jugular pressure is a venous hum. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Auscultation
381,MCQ,"5-year-old with 5 days of fever, bilateral conjunctival injection, trunk rash, cracked red lips, swollen hands/feet, and cervical lymphadenopathy. Most likely diagnosis?",Scarlet fever,Kawasaki disease,Rheumatic fever,Hand-foot-and-mouth disease,,,B,B — Kawasaki disease,This is classic Kawasaki disease with mucocutaneous features and cervical adenitis.,This is classic Kawasaki disease with mucocutaneous features and cervical adenitis.,"Correct answer: B — Kawasaki disease. This is classic Kawasaki disease with mucocutaneous features and cervical adenitis. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Pediatrics
382,MCQ,Patient with acute pericarditis treated with ibuprofen has recurrent chest pain. Best next management step?,Add colchicine,Increase ibuprofen dose,Start corticosteroids,Perform pericardiocentesis,,,A,A — Add colchicine,Colchicine reduces recurrence when added to NSAID therapy.,Colchicine reduces recurrence when added to NSAID therapy.,"Correct answer: A — Add colchicine. Colchicine reduces recurrence when added to NSAID therapy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Pericardial disease
383,MCQ,"25-year-old confused, dyspneic, and petechial 48 hours after femur fracture. Most likely diagnosis?",Pulmonary embolism,Fat embolism syndrome,Sepsis,Air embolism,,,B,B — Fat embolism syndrome,"Long-bone fracture followed by hypoxemia, neurologic symptoms, and petechiae suggests fat embolism syndrome.","Long-bone fracture followed by hypoxemia, neurologic symptoms, and petechiae suggests fat embolism syndrome.","Correct answer: B — Fat embolism syndrome. Long-bone fracture followed by hypoxemia, neurologic symptoms, and petechiae suggests fat embolism syndrome. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Trauma
384,MCQ,"Within 24 hours of MI, patient develops sudden palpitations and hypotension. Most likely early complication?",Cardiogenic shock,Arrhythmias,Ventricular free-wall rupture,Papillary muscle rupture,,,B,B — Arrhythmias,Arrhythmias are the most common early complication in the first 24–48 hours after MI.,Arrhythmias are the most common early complication in the first 24–48 hours after MI.,Correct answer: B — Arrhythmias. Arrhythmias are the most common early complication in the first 24–48 hours after MI. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.,ACS/Complications
385,MCQ,Which bedside feature correlates with severity of aortic regurgitation?,Intensity of S2,Duration of murmur,Timing of murmur in the cardiac cycle,Presence of an ejection click,,,B,B — Duration of murmur,Severe AR produces a longer diastolic murmur because regurgitation persists through diastole.,Severe AR produces a longer diastolic murmur because regurgitation persists through diastole.,"Correct answer: B — Duration of murmur. Severe AR produces a longer diastolic murmur because regurgitation persists through diastole. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
386,MCQ,"After femoral coronary angiography, patient develops tachycardia, dizziness, and hypotension. Best diagnostic test for the complication?",Abdominal X-ray,CT abdomen and pelvis,Abdominal ultrasound,Echocardiography,,,B,B — CT abdomen and pelvis,Retroperitoneal hemorrhage after femoral access is best detected with CT abdomen/pelvis.,Retroperitoneal hemorrhage after femoral access is best detected with CT abdomen/pelvis.,"Correct answer: B — CT abdomen and pelvis. Retroperitoneal hemorrhage after femoral access is best detected with CT abdomen/pelvis. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Cath complications
387,MCQ,Patient with tuberculosis has dyspnea and enlarged cardiac shadow on chest X-ray. Next best step?,Echocardiography,Lateral chest X-ray,Cardiac MRI,CT chest,,,A,A — Echocardiography,Echo is the best next test to assess for pericardial effusion or constriction in this setting.,Echo is the best next test to assess for pericardial effusion or constriction in this setting.,"Correct answer: A — Echocardiography. Echo is the best next test to assess for pericardial effusion or constriction in this setting. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Pericardial disease
388,MCQ,"NSTEMI patient: RCA 60% stenosis with FFR 0.75, LAD 50% with FFR 0.80, LCx 60% with FFR 0.80. Best management?",PCI of LAD and LCx,PCI of all lesions,PCI of RCA,Medical management only,,,C,C — PCI of RCA,Only the RCA lesion is clearly functionally significant with FFR 0.75.,Only the RCA lesion is clearly functionally significant with FFR 0.75.,"Correct answer: C — PCI of RCA. Only the RCA lesion is clearly functionally significant with FFR 0.75. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Coronary physiology
389,MCQ,Patient with AF develops intracranial hemorrhage. What is the best course over the next 3 days?,Stop all anticoagulants,Perform LAAO,Restart anticoagulation at reduced dose,Switch to full-dose heparin,,,A,A — Stop all anticoagulants,"During acute ICH, anticoagulation should be stopped immediately.","During acute ICH, anticoagulation should be stopped immediately.","Correct answer: A — Stop all anticoagulants. During acute ICH, anticoagulation should be stopped immediately. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Stroke/Anticoagulation
390,MCQ,Optimal time to perform PCI after giving streptokinase in STEMI?,Immediately after streptokinase,Within 6 hours,Within 24 hours,After 48 hours,,,C,C — Within 24 hours,A pharmaco-invasive approach after streptokinase generally targets PCI within 24 hours.,A pharmaco-invasive approach after streptokinase generally targets PCI within 24 hours.,"Correct answer: C — Within 24 hours. A pharmaco-invasive approach after streptokinase generally targets PCI within 24 hours. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",STEMI
391,MCQ,Heart-failure patient with poorly controlled diabetes on metformin is being evaluated for additional therapy. Which drug offers the most benefit?,Sulfonylurea,Insulin,Dapagliflozin,Pioglitazone,,,C,C — Dapagliflozin,SGLT2 inhibitors improve glycemic control and reduce heart-failure events.,SGLT2 inhibitors improve glycemic control and reduce heart-failure events.,"Correct answer: C — Dapagliflozin. SGLT2 inhibitors improve glycemic control and reduce heart-failure events. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure/Diabetes
392,MCQ,"In a patient with a ventricular pacemaker, which JVP finding is commonly observed?",Cannon A waves,Giant A waves,Absent A wave,Normal A waves,,,A,A — Cannon A waves,AV dyssynchrony with ventricular pacing commonly produces cannon A waves.,AV dyssynchrony with ventricular pacing commonly produces cannon A waves.,"Correct answer: A — Cannon A waves. AV dyssynchrony with ventricular pacing commonly produces cannon A waves. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Pacing
393,MCQ,"Patient in shock has CVP 2 mmHg, PCWP 6 mmHg, and SVR 2400 dyn·s·cm⁻⁵. Most likely type of shock?",Cardiogenic shock,Septic shock,Hypovolemic shock,Neurogenic shock,,,C,C — Hypovolemic shock,Low preload with compensatory high SVR indicates hypovolemic shock.,Low preload with compensatory high SVR indicates hypovolemic shock.,"Correct answer: C — Hypovolemic shock. Low preload with compensatory high SVR indicates hypovolemic shock. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Shock
394,MCQ,"Patient with typical chest pain, normal ECG, and elevated cardiac enzymes. Next best management?",Discharge the patient,Admit with follow-up ECG and enzyme monitoring,Give aspirin and nitrate then discharge,Perform an immediate stress test,,,B,B — Admit with follow-up ECG and enzyme monitoring,This is NSTEMI until proven otherwise and requires admission and monitoring.,This is NSTEMI until proven otherwise and requires admission and monitoring.,"Correct answer: B — Admit with follow-up ECG and enzyme monitoring. This is NSTEMI until proven otherwise and requires admission and monitoring. In ACS questions, combine the ECG pattern with the hemodynamic picture and choose the option that best explains the full ischemic territory or high-risk culprit lesion. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",ACS
