question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
131,single,A 56-year-old diabetic patient with a serum creatinine level of 3.5 mg/dL presents with acute coronary syndrome. His physician decides to perform coronary angiography and PCI. The physician explains the procedure and its cost to the patient. The patient signs the consent form. Which of the following best describes this consent process?,Good consent,Insufficient consent,Non-ethical consent,Official consent,,,B,B — Insufficient consent,"Before the procedure, the physician explained the procedure and its cost but failed to disclose the risk of contrast-induced nephropathy (given the patient's high creatinine level), resuttingin insufficient informed consent.","Before the procedure, the physician explained the procedure and its cost but failed to disclose the risk of contrast-induced nephropathy (given the patient's high creatinine level), resuttingin insufficient informed consent.","Correct answer: B — Insufficient consent. Before the procedure, the physician explained the procedure and its cost but failed to disclose the risk of contrast-induced nephropathy (given the patient's high creatinine level), resuttingin insufficient informed consent. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
132,single,"During a Stress Tc-99 test, the radioactive solution syringe breaks, contaminating the treadmill. What is the appropriate next step?",Close the nuclear lab until decontamination,Close the hospital,"Continue work, decontaminate at end of day","Continue work, decontaminate the treadmill",Noneed for decontamination,,A,A — Close the nuclear lab until decontamination,"Radioactive contamination requires immediate containment and decontamination to prevent exposure. The nuclear lab must be closed temporarily until cleaned by trained personnel. Continuing work risks spreading contamination, while closing the entire hospital is unnecessary as the issue is localized.","Radioactive contamination requires immediate containment and decontamination to prevent exposure. The nuclear lab must be closed temporarily until cleaned by trained personnel. Continuing work risks spreading contamination, while closing the entire hospital is unnecessary as the issue is localized.","Correct answer: A — Close the nuclear lab until decontamination. Radioactive contamination requires immediate containment and decontamination to prevent exposure. The nuclear lab must be closed temporarily until cleaned by trained personnel. Continuing work risks spreading contamination, while closing the entire hospital is unnecessary as the issue is localized. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Intervention
133,single,"A21-year-old unmarried woman presented with shortness of breath (SOB), fatigue, and dizziness on exertion. Positive findings on examination (O/E) included a loud P2 and a left parasternal grade | ejection systolic murmur. Echocardiography findings showed EF 63%, LVESD 35 mm, PASP 62 mmHg, and mild tricuspid regurgitation. She was started on tadalafil 20 mg bid. Three months later, she was still symptomatic with almost unchanged echo findings. What is the next step in management?",Increase tadalafil to 40 mg bid,Add ambrisentan 5 mg/day,Add digoxin 0.25 mg/day,Add sildenafil 50 mg/day,Add warfarin to reach INR 2-3,,B,B — Add ambrisentan 5 mg/day,"This patient likely has PAH based on her symptoms, elevated PASP, and echocardiographic findings. Tadalafil, a phosphodiesterase-5 (PDES) inhibitor, is an initial treatment option for PAH, but her persistent symptoms and unchanged findings suggest the need for combination therapy. Adding ambrisentan, an endothelin receptor antagonist, is an appropriate next step to target multiple pathways involved in PAH pathogenesis.","This patient likely has PAH based on her symptoms, elevated PASP, and echocardiographic findings. Tadalafil, a phosphodiesterase-5 (PDES) inhibitor, is an initial treatment option for PAH, but her persistent symptoms and unchanged findings suggest the need for combination therapy. Adding ambrisentan, an endothelin receptor antagonist, is an appropriate next step to target multiple pathways involved in PAH pathogenesis.","Correct answer: B — Add ambrisentan 5 mg/day. This patient likely has PAH based on her symptoms, elevated PASP, and echocardiographic findings. Tadalafil, a phosphodiesterase-5 (PDES) inhibitor, is an initial treatment option for PAH, but her persistent symptoms and unchanged findings suggest the need for combination therapy. Adding ambrisentan, an endothelin receptor antagonist, is an appropriate next step to target multiple pathways involved in PAH pathogenesis. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Pulmonary
134,single,Which of the following is the most frequent cause of extracranial cerebrovascular disease?,Fibromuscular dysplasia,Cystic medial necrosis,Atherosclerosis,Arteritis,,,C,C — Atherosclerosis,"Atherosclerosis is the most common cause of extracranial cerebrovascular disease, particularly affecting the carotid arteries. It leads to stenosis or occlusion, which can result in ischemic events such as TIAs or strokes. While FMD, cystic medial necrosis, and arteritis can also affect the extracranial vessels, they are much less common compared to atherosclerosis.","Atherosclerosis is the most common cause of extracranial cerebrovascular disease, particularly affecting the carotid arteries. It leads to stenosis or occlusion, which can result in ischemic events such as TIAs or strokes. While FMD, cystic medial necrosis, and arteritis can also affect the extracranial vessels, they are much less common compared to atherosclerosis.","Correct answer: C — Atherosclerosis. Atherosclerosis is the most common cause of extracranial cerebrovascular disease, particularly affecting the carotid arteries. It leads to stenosis or occlusion, which can result in ischemic events such as TIAs or strokes. While FMD, cystic medial necrosis, and arteritis can also affect the extracranial vessels, they are much less common compared to atherosclerosis. In atherosclerosis questions, choose the lesion or mechanism that fits the specific disease stage asked in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Atherosclerosis
135,single,"A74-year-old man presents for a routine clinical follow-up. He has a 20-pack-year smoking history, having quit smoking 10 years previously, hypertension, and diabetes mellitus. He is clinically asymptomatic and functionally independent. Physical examination is normal with the exception of an audible bruit over the right carotid artery. Which of the following is the most appropriate recommendation?",Medication optimization and continued abstinence from cigarette smoking,Medication optimization and continued abstinence from cigarette smoking and a carotid duplex ultrasound,Medication optimization and continued abstinence from cigarette smoking and a magnetic resonance angiography (MRA) of the head and neck,Medication optimization and continued abstinence from cigarette smoking and referral for carotid endarterectomy,,,B,B — Medication optimization and continued abstinence from cigarette smoking and a carotid duplex ultrasound,"The presence of a carotid bruit in an asymptomatic patient warrants further evaluation with a carotid duplex ultrasound to assess for carotid artery stenosis, as it may indicate underlying atherosclerotic disease. Optimizing cardiovascular risk factors (e.g., smoking cessation, hypertension, and diabetes control) is crucial to prevent future events. Surgical intervention, such as carotid endarterectomy, is only considered for significant stenosis (typically ≥70%) in asymptomatic patients. Without imaging confirmation, surgical intervention is not appropriate at this stage.","The presence of a carotid bruit in an asymptomatic patient warrants further evaluation with a carotid duplex ultrasound to assess for carotid artery stenosis, as it may indicate underlying atherosclerotic disease. Optimizing cardiovascular risk factors (e. g., smoking cessation, hypertension, and diabetes control) is crucial to prevent future events. Surgical intervention, such as carotid endarterectomy, is only considered for significant stenosis (typically ≥70%) in asymptomatic patients. Without imaging confirmation, surgical intervention is not appropriate at this stage.","Correct answer: B — Medication optimization and continued abstinence from cigarette smoking and a carotid duplex ultrasound. The presence of a carotid bruit in an asymptomatic patient warrants further evaluation with a carotid duplex ultrasound to assess for carotid artery stenosis, as it may indicate underlying atherosclerotic disease. Optimizing cardiovascular risk factors (e. g., smoking cessation, hypertension, and diabetes control) is crucial to prevent future events. Surgical intervention, such as carotid endarterectomy, is only considered for significant stenosis (typically ≥70%) in asymptomatic patients. Without imaging confirmation, surgical intervention is not appropriate at this stage. In atherosclerosis questions, choose the lesion or mechanism that fits the specific disease stage asked in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Atherosclerosis
136,single,What is the best approach for revascularization in a patient with 70% distal left main coronary disease? A PCI with DES B CABG c Medical therapy D Medical therapy plus CABG,PCI with DES,CABG,Medical therapy,Medical therapy plus CABG,,,D,D — Medical therapy plus CABG,"For patients with 70% distal left main coronary disease, the optimal approach is medical therapy plus CABG. This strategy offers the best long-term outcomes by combining pharmacological management to optimize CV risk factors with surgical revascularization. CABG provides more complete revascularization, better survival rates, and lower risk of repeated interventions compared to PCI, especially in complex LM coronary artery disease.","For patients with 70% distal left main coronary disease, the optimal approach is medical therapy plus CABG. This strategy offers the best long-term outcomes by combining pharmacological management to optimize CV risk factors with surgical revascularization. CABG provides more complete revascularization, better survival rates, and lower risk of repeated interventions compared to PCI, especially in complex LM coronary artery disease.","Correct answer: D — Medical therapy plus CABG. For patients with 70% distal left main coronary disease, the optimal approach is medical therapy plus CABG. This strategy offers the best long-term outcomes by combining pharmacological management to optimize CV risk factors with surgical revascularization. CABG provides more complete revascularization, better survival rates, and lower risk of repeated interventions compared to PCI, especially in complex LM coronary artery disease. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",CAD
137,single,"A 65-year-old male patient has complaints of severe angina. His coronary angiogram reveals a 50% mid RCA stenosis, FFR of 0.85, and a 30% LCX lesion. What is the best approach in treating this patient?",DES to RCA stenosis only,DES to RCA and left circumflex arteries,CABG,Guideline directed medical therapy,,,D,D — Guideline directed medical therapy,"According to the 2012 ACC/AHA guidelines, performing CABG or PCI sole| to improve survivalis classified as Class III (harm) for patients with stable IHD who have one or more coronary stenoses that are not anatomically significant (less than 70% in non-left main arteries or with an FFR >0.8d), exhibit no or only mild ischemia on noninvasive testing, involve only the right coronary or left circumflex artery, or affectonl a small area of viable myocardium. In these cases, CABG or PCI should not be undertaken with the primary intent of enhancing survival.","According to the 2012 ACC/AHA guidelines, performing CABG or PCI sole| to improve survivalis classified as Class III (harm) for patients with stable IHD who have one or more coronary stenoses that are not anatomically significant (less than 70% in non-left main arteries or with an FFR >0.8d), exhibit no or only mild ischemia on noninvasive testing, involve only the right coronary or left circumflex artery, or affectonl a small area of viable myocardium. In these cases, CABG or PCI should not be undertaken with the primary intent of enhancing survival.","Correct answer: D — Guideline directed medical therapy. According to the 2012 ACC/AHA guidelines, performing CABG or PCI sole| to improve survivalis classified as Class III (harm) for patients with stable IHD who have one or more coronary stenoses that are not anatomically significant (less than 70% in non-left main arteries or with an FFR >0.8d), exhibit no or only mild ischemia on noninvasive testing, involve only the right coronary or left circumflex artery, or affectonl a small area of viable myocardium. In these cases, CABG or PCI should not be undertaken with the primary intent of enhancing survival. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",CAD
138,single,A 36-year-old patient with repaired Tetralogy of Fallot wishes to become pregnant and asks you about the likelihood of her child being born with a congenital heart defect. She has no family history of congenital heart disease. What is the approximate risk of her child having congenital heart disease?,1–2%,8–10%,50%,4–5%,,,D,D — 4–5%,"The risk of CHD in offspring is slightly elevated in patients with a history of CHD, even without a family history. For repaired Tetralogy of Fallot, the estimated risk of CHD inher child is about 4-5%, compared to the general population risk of 1-2%. This tisk varies depending on the type of CHD and whether there is a genetic syndrome associated with the condition. Genetic counseling and possibly fetal echocardiography during pregnancy may be recommended.","The risk of CHD in offspring is slightly elevated in patients with a history of CHD, even without a family history. For repaired Tetralogy of Fallot, the estimated risk of CHD inher child is about 4-5%, compared to the general population risk of 1-2%. This tisk varies depending on the type of CHD and whether there is a genetic syndrome associated with the condition. Genetic counseling and possibly fetal echocardiography during pregnancy may be recommended.","Correct answer: D — 4–5%. The risk of CHD in offspring is slightly elevated in patients with a history of CHD, even without a family history. For repaired Tetralogy of Fallot, the estimated risk of CHD inher child is about 4-5%, compared to the general population risk of 1-2%. This tisk varies depending on the type of CHD and whether there is a genetic syndrome associated with the condition. Genetic counseling and possibly fetal echocardiography during pregnancy may be recommended. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pregnancy
139,single,A patient with longstanding persistent atrial fibrillation is on apixaban 5 mg bid. He develops urinary retention secondary to benign hypertrophy of the prostate. A urinary catheter was placed to evacuate the bladder. Now the urologist wants to perform endoscopic trans-urethral resection. What advice will you give?,Stop apixaban for one week then surgery,Replace apixaban by enoxaparin for 5 days then surgery,Stop apixaban for 48 hours then surgery,Give andexanet for 6 hours then surgery,Give idarucizumab and immediate surgery,,C,C — Stop apixaban for 48 hours then surgery,"For patients on apixaban undergoing elective surgery with a moderate to high | bleeding risk, stopping the anticoagulant 48 h before the procedure is sufficient to allow its anticoagulant effects to wear off, given its half-life of approximately 12 hours. There is no need for bridging with enoxaparin (option b) in non-high-risk scenarios, and andexanet alfa or idarucizumab are specific reversal agents not indicated here because they are reserved for emergency or life-threatening bleeding. Stopping apixaban for one week is | excessive and increases the risk of thromboembolism.","For patients on apixaban undergoing elective surgery with a moderate to high | bleeding risk, stopping the anticoagulant 48 h before the procedure is sufficient to allow its anticoagulant effects to wear off, given its half-life of approximately 12 hours. There is no need for bridging with enoxaparin (option b) in non-high-risk scenarios, and andexanet alfa or idarucizumab are specific reversal agents not indicated here because they are reserved for emergency or life-threatening bleeding. Stopping apixaban for one week is | excessive and increases the risk of thromboembolism.","Correct answer: C — Stop apixaban for 48 hours then surgery. For patients on apixaban undergoing elective surgery with a moderate to high | bleeding risk, stopping the anticoagulant 48 h before the procedure is sufficient to allow its anticoagulant effects to wear off, given its half-life of approximately 12 hours. There is no need for bridging with enoxaparin (option b) in non-high-risk scenarios, and andexanet alfa or idarucizumab are specific reversal agents not indicated here because they are reserved for emergency or life-threatening bleeding. Stopping apixaban for one week is | excessive and increases the risk of thromboembolism. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Thrombosis
140,single,"A 40-year-old man with known HCM presents to the outpatient clinic with a history of increased breathlessness. He has noted a marked reduction in his exercise tolerance over the last 6 months, and it is now limited to 100 yards despite being commenced on bisoprolol. Clinical examination demonstrates a forceful apex and a mid-systolic murmur. There is no evidence of fluid overload. Echo demonstrates asymmetric LVH with a septal thickness of 20 mm. There is a resting LVOT gradient of 60 mmHg. What is the most appropriate management for this patient?",Dual-chamber pacing,ICD implantation,Refer for exercise stress echo to assess for arrhythmia and increase in LVOT gradient,Change from bisoprolol to verapamil,Referral to a specialist center for septal ablation,,E,E — Referral to a specialist center for septal ablation,"This patient is severely symptomatic with significant LVOT gradient (250 mmHg) despite medical therapy. For patients who remain symptomatic with severe LVOT obstruction, septal reduction therapy, such as septal ablation or myectomy, is the next step. Referral to a specialist center is essential to determine the appropriate intervention. Options like dual-chamber pacing (a) are not first-line for relieving LVOT obstruction. ICD implantation (b) is indicated for preventing SCD in high-risk HCM patients but does not address obstruction or symptoms. Verapamil (d) could be considered in mild cases or as an alternative to BBs, but it is less effective in severe obstruction. Exercise stress echo (c) may help assess dynamic gradients but is not necessary given the resting gradient already ~ confirms significant obstruction,","This patient is severely symptomatic with significant LVOT gradient (250 mmHg) despite medical therapy. For patients who remain symptomatic with severe LVOT obstruction, septal reduction therapy, such as septal ablation or myectomy, is the next step. Referral to a specialist center is essential to determine the appropriate intervention. Options like dual-chamber pacing (a) are not first-line for relieving LVOT obstruction. ICD implantation (b) is indicated for preventing SCD in high-risk HCM patients but does not address obstruction or symptoms. Verapamil (d) could be considered in mild cases or as an alternative to BBs, but it is less effective in severe obstruction. Exercise stress echo (c) may help assess dynamic gradients but is not necessary given the resting gradient already ~ confirms significant obstruction,","Correct answer: E — Referral to a specialist center for septal ablation. This patient is severely symptomatic with significant LVOT gradient (250 mmHg) despite medical therapy. For patients who remain symptomatic with severe LVOT obstruction, septal reduction therapy, such as septal ablation or myectomy, is the next step. Referral to a specialist center is essential to determine the appropriate intervention. Options like dual-chamber pacing (a) are not first-line for relieving LVOT obstruction. ICD implantation (b) is indicated for preventing SCD in high-risk HCM patients but does not address obstruction or symptoms. Verapamil (d) could be considered in mild cases or as an alternative to BBs, but it is less effective in severe obstruction. Exercise stress echo (c) may help assess dynamic gradients but is not necessary given the resting gradient already ~ confirms significant obstruction,. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Cardiomyopathy
141,single,"While feeling the pulse in a 23-year-old woman, you notice that it has a bisferiens quality. What do you expect to hear on auscultating the heart?",Loud mid-systolic click,Early diastolic murmur at the right sternal border,Ejection systolic murmur at the apex,Continuous murmur in the second left intercostal space,Pan-systolic murmur at the mitral area,,B,B — Early diastolic murmur at the right sternal border,"A bisferiens pulse, characterized by two systolic peaks per cardiac cycle, is commonly associated with severe AR and HOCM. In severe AR, backflow into the LV during diastole increases stroke volume, leading to a hyperdynamic circulation and bisferiens pulse, The associated murmur is an early diastolic Murmur, typically heard along the left sternal border or, with aortic root involvement, at the right sternal border. in HOCM, there is a harsh ejection systolic murmur best heard at the left sternal border.","A bisferiens pulse, characterized by two systolic peaks per cardiac cycle, is commonly associated with severe AR and HOCM. In severe AR, backflow into the LV during diastole increases stroke volume, leading to a hyperdynamic circulation and bisferiens pulse, The associated murmur is an early diastolic Murmur, typically heard along the left sternal border or, with aortic root involvement, at the right sternal border. in HOCM, there is a harsh ejection systolic murmur best heard at the left sternal border.","Correct answer: B — Early diastolic murmur at the right sternal border. A bisferiens pulse, characterized by two systolic peaks per cardiac cycle, is commonly associated with severe AR and HOCM. In severe AR, backflow into the LV during diastole increases stroke volume, leading to a hyperdynamic circulation and bisferiens pulse, The associated murmur is an early diastolic Murmur, typically heard along the left sternal border or, with aortic root involvement, at the right sternal border. in HOCM, there is a harsh ejection systolic murmur best heard at the left sternal border. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Physical Exam
142,single,A65-year-old patient with atrial fibrillation is on amiodarone therapy and has been diagnosed with hepatitis C virus (HCV). The patient is set to receive triple antiviral therapy for HCV. What is the most appropriate next step in management?,Continue amiodarone and monitor closely,Reduce the dose of amiodarone and start antiviral therapy,Stop amiodarone and start antiviral therapy,Delay HCV treatment,,,C,C — Stop amiodarone and start antiviral therapy,"Amiodarone must be stopped when starting triple antiviral therapy for HCy due to the risk of severe fatal bradycardia caused by interactions between amiodarone and certain antivirals (e.g., sofosbuvir). The risk outweighs the benefits of continuing amiodarone in this scenario.","Amiodarone must be stopped when starting triple antiviral therapy for HCy due to the risk of severe fatal bradycardia caused by interactions between amiodarone and certain antivirals (e. g., sofosbuvir). The risk outweighs the benefits of continuing amiodarone in this scenario.","Correct answer: C — Stop amiodarone and start antiviral therapy. Amiodarone must be stopped when starting triple antiviral therapy for HCy due to the risk of severe fatal bradycardia caused by interactions between amiodarone and certain antivirals (e. g., sofosbuvir). The risk outweighs the benefits of continuing amiodarone in this scenario. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",EP
143,single,"A 34-year-old male patient presented with rapidly progressive chest pain that radiates to both arms in the last 24 hours, associated with breathing difficulty at rest with a mild rise in temperature. He sought medical advice and was admitted to the hospital. JVP was 5–6 cm above the sternal angle. Pulse was 110 bpm. He was normotensive, and the chest was clear with intact heart sounds. ECG showed generalized T-wave inversion. PO2 was 70, saturation 90%, and PCO2 was 40. Cardiac enzymes (first and second sets) were all elevated. Echo showed global hypokinesia with EF 35%. What is the most probable diagnosis?",COVID-19 myocarditis,Myocardial infarction (MI),Dissecting aortic aneurysm,Pulmonary embolism,Acute pericarditis,,A,A — COVID-19 myocarditis,"This young patient presents with rapidly progressive chest pain, dyspne4 j and systemic symptoms such as fever, along with elevated cardiac enzymes, global hypokinesia on.echo, and reduced EF 35%. The generalized T wave inversions on ECG i: further support myocardial involvement rather than localized ischemia seen in Ml. wile a MI might mimic these findings, the systemic inflammatory symptoms, lack of focal £06 a changes, and GHK favor myocarditis, particularly of viral origin.","This young patient presents with rapidly progressive chest pain, dyspne4 j and systemic symptoms such as fever, along with elevated cardiac enzymes, global hypokinesia on. echo, and reduced EF 35%. The generalized T wave inversions on ECG i: further support myocardial involvement rather than localized ischemia seen in Ml. wile a MI might mimic these findings, the systemic inflammatory symptoms, lack of focal £06 a changes, and GHK favor myocarditis, particularly of viral origin.","Correct answer: A — COVID-19 myocarditis. This young patient presents with rapidly progressive chest pain, dyspne4 j and systemic symptoms such as fever, along with elevated cardiac enzymes, global hypokinesia on. echo, and reduced EF 35%. The generalized T wave inversions on ECG i: further support myocardial involvement rather than localized ischemia seen in Ml. wile a MI might mimic these findings, the systemic inflammatory symptoms, lack of focal £06 a changes, and GHK favor myocarditis, particularly of viral origin. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Cardiomyopathy
144,single,A 56-year-old woman presents with crushing chest pain for 30 minutes. Which of the following 12-lead ECG changes would suggest involvement of the left main coronary artery?,ST-segment elevation in lead V1 in the setting of inferior myocardial infarction,"ST-segment elevation in leads I, aVL, V5, and V6",Loss of anterior R waves,Failure of T waves to invert within 48 hours following the administration of fibrinolysis,ST elevation in lead aVR greater than or equal to the extent of STE in lead V1,,E,E — ST elevation in lead aVR greater than or equal to the extent of STE in lead V1,"ST-segment elevation in lead aVR, particularly when greater than or equal to that in V1, is a key marker of left main coronary artery (LMCA) occlusion or severe triple- vessel disease, reflecting diffuse subendocardial ischemia.","ST-segment elevation in lead aVR, particularly when greater than or equal to that in V1, is a key marker of left main coronary artery (LMCA) occlusion or severe triple- vessel disease, reflecting diffuse subendocardial ischemia.","Correct answer: E — ST elevation in lead aVR greater than or equal to the extent of STE in lead V1. ST-segment elevation in lead aVR, particularly when greater than or equal to that in V1, is a key marker of left main coronary artery (LMCA) occlusion or severe triple- vessel disease, reflecting diffuse subendocardial ischemia. In ACS questions, combine the ECG pattern with the hemodynamic picture and choose the option that best explains the full ischemic territory or high-risk culprit lesion. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS
145,single,"A 55-year-old previously athletic man presents with a history of anterior MI, poorly controlled HTN, and daytime somnolence. He also has a history of paroxysmal atrial fibrillation (PAF) and was found to have elevated CRP. A modifiable risk factor for IHD that should be further evaluated in this patient is:",Obstructive sleep apnea,Elevated homocysteine,Elevated Lp(a),High-sensitivity CRP level,,,A,A — Obstructive sleep apnea,"OSA is a modifiable risk factor for IHD and CV conditions, linked to poorly controlled HTN, Afib, and MI through intermittent hypoxia, increased sympathetic activity, and systemic inflammation. This patient's daytime somnolence and CV issues suggest evaluation for OSA, typically via polysomnography. While elevated homocysteine (b), Lp(a) (c), and CRP (d) are cardiovascular risk markers, OSA is more modifiable and treatable with CPAP, weight loss, and lifestyle changes.","OSA is a modifiable risk factor for IHD and CV conditions, linked to poorly controlled HTN, Afib, and MI through intermittent hypoxia, increased sympathetic activity, and systemic inflammation. This patient's daytime somnolence and CV issues suggest evaluation for OSA, typically via polysomnography. While elevated homocysteine (b), Lp(a) (c), and CRP (d) are cardiovascular risk markers, OSA is more modifiable and treatable with CPAP, weight loss, and lifestyle changes.","Correct answer: A — Obstructive sleep apnea. OSA is a modifiable risk factor for IHD and CV conditions, linked to poorly controlled HTN, Afib, and MI through intermittent hypoxia, increased sympathetic activity, and systemic inflammation. This patient's daytime somnolence and CV issues suggest evaluation for OSA, typically via polysomnography. While elevated homocysteine (b), Lp(a) (c), and CRP (d) are cardiovascular risk markers, OSA is more modifiable and treatable with CPAP, weight loss, and lifestyle changes. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Prevention
146,single,A 27-year-old man presents to your office for exertional syncope and shortness of breath. Which of the following would be consistent with a diagnosis of sarcomeric hypertrophic cardiomyopathy (HCM)?,Left ventricular wall thickness > 10 mm,Diffuse subendocardial late gadolinium enhancement on cardiac MRI,Systolic anterior motion (SAM) of the mitral valve apparatus to cause obstruction,"Short PR interval, pre-excitation, and extreme LVH on ECG",,,C,C — Systolic anterior motion (SAM) of the mitral valve apparatus to cause obstruction,"SAM of the mitral valve is a hallmark feature of sarcomeric HCM. SAM leads to dynamic LVOT obstruction, contributing to exertional symptoms such as syncope and shortness of breath. This condition is characterized by asymmetric LVH, most commonly of the interventricular septum.","SAM of the mitral valve is a hallmark feature of sarcomeric HCM. SAM leads to dynamic LVOT obstruction, contributing to exertional symptoms such as syncope and shortness of breath. This condition is characterized by asymmetric LVH, most commonly of the interventricular septum.","Correct answer: C — Systolic anterior motion (SAM) of the mitral valve apparatus to cause obstruction. SAM of the mitral valve is a hallmark feature of sarcomeric HCM. SAM leads to dynamic LVOT obstruction, contributing to exertional symptoms such as syncope and shortness of breath. This condition is characterized by asymmetric LVH, most commonly of the interventricular septum. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardiomyopathy
147,single,"A76-year-old man with a previous history of persistent AF, peptic ulceration, and rep, failure (creatinine 220 mol/L) undergoes elective PCI to his LAD with a bare metal sten, (BMS). He was on warfarin for AF prior to his PCI. What is the best combination of drugs immediately following the procedure?","Aspirin, clopidogrel, and warfarin",Aspirin and clopidogrel,Aspirin and warfarin,Clopidogrel and warfarin,Warfarin alone,,A,"A — Aspirin, clopidogrel, and warfarin","For patients undergoing PCI with a BMS, initiate tripte therapy (aspirin, clopidogrel, and warfarin) for up to 1 week to prevent stent thrombosis and cardioembol stroke, then continue dual therapy (warfarin + clopidogrel) for 1, month, followed by lifelo warfarin monotherapy; in high bleeding risk, minimize triple therapy duration and add a F for GI protection,","For patients undergoing PCI with a BMS, initiate tripte therapy (aspirin, clopidogrel, and warfarin) for up to 1 week to prevent stent thrombosis and cardioembol stroke, then continue dual therapy (warfarin + clopidogrel) for 1, month, followed by lifelo warfarin monotherapy; in high bleeding risk, minimize triple therapy duration and add a F for GI protection,","Correct answer: A — Aspirin, clopidogrel, and warfarin. For patients undergoing PCI with a BMS, initiate tripte therapy (aspirin, clopidogrel, and warfarin) for up to 1 week to prevent stent thrombosis and cardioembol stroke, then continue dual therapy (warfarin + clopidogrel) for 1, month, followed by lifelo warfarin monotherapy; in high bleeding risk, minimize triple therapy duration and add a F for GI protection,. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
148,single,"A 33-year-old woman with no prior medical history was referred for cardiology consultation for a 6-month history of dyspnea on exertion. A physical examination revealed a soft systolic murmur best heard at the apex. A transthoracic echocardiogram revealed rheumatic valve changes with commissural fusion and diastolic doming of the mitral valve leaflets, an MVA (Mitral Valve Area) of 1.8 cm?, and a diastolic pressure half- time of 130 ms. In addition, there was significant MR, LVEF of 65%, and LVESD of 35 mm. Which of the following is the best next step in the management of this patient?",Immediate admission for IV vasodilators,Invasive hemodynamics,Elective mitral valve repair,Elective mitral valve replacement,Elective balloon mitral valvotomy (BMV),,B,B — Invasive hemodynamics,"Given the symptomatic status despite non-severe MS parameters on TTE, combined with significant MR (which contraindicates BMV), the most appropriate next step is to obtain precise hemodynamic measurements via cardiac catheterization to confirm the severity, assess pulmonary pressures, and definitively guide the need for ang timing of surgery (likely MVR).","Given the symptomatic status despite non-severe MS parameters on TTE, combined with significant MR (which contraindicates BMV), the most appropriate next step is to obtain precise hemodynamic measurements via cardiac catheterization to confirm the severity, assess pulmonary pressures, and definitively guide the need for ang timing of surgery (likely MVR).","Correct answer: B — Invasive hemodynamics. Given the symptomatic status despite non-severe MS parameters on TTE, combined with significant MR (which contraindicates BMV), the most appropriate next step is to obtain precise hemodynamic measurements via cardiac catheterization to confirm the severity, assess pulmonary pressures, and definitively guide the need for ang timing of surgery (likely MVR). In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular
