question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
545,MCQ,"69-year-old man with HTN, DM, EF 35%, and recent PCI to the LAD is on aspirin, clopidogrel, metoprolol, and high-intensity atorvastatin. What other medication is indicated before discharge?",Hydrochlorothiazide,Angiotensin-converting enzyme (ACE) inhibitor,Diltiazem,Angiotensin receptor blocker (ARB),,,B,B — Angiotensin-converting enzyme (ACE) inhibitor,"With reduced EF post-MI, ACE inhibitors improve survival and remodeling.","With reduced EF post-MI, ACE inhibitors improve survival and remodeling.","Correct answer: B — Angiotensin-converting enzyme (ACE) inhibitor. With reduced EF post-MI, ACE inhibitors improve survival and remodeling. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Post-MI therapy
546,MCQ,"72-year-old man with pneumonia develops atrial flutter at 150 bpm, is hemodynamically stable, and has no chest pain or confusion. Next best step?",Administer IV beta-blocker such as metoprolol,Administer IV dihydropyridine calcium-channel blocker such as nicardipine,Arrange emergent electrical cardioversion,Order STAT cardiac biomarkers including troponin levels,Begin therapeutic IV heparin,,A,A — Administer IV beta-blocker such as metoprolol,"Stable atrial flutter is managed initially with rate control, typically with an IV beta-blocker.","Stable atrial flutter is managed initially with rate control, typically with an IV beta-blocker.","Correct answer: A — Administer IV beta-blocker such as metoprolol. Stable atrial flutter is managed initially with rate control, typically with an IV beta-blocker. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Atrial flutter
547,MCQ,"A 62-year-old woman 2 days after anterior MI is tachycardic, tachypneic, and has a harsh systolic murmur radiating to the right side of the chest with fine inspiratory crepitations. Most likely explanation?",Acute aortic incompetence,Left ventricular free wall rupture,Papillary muscle rupture and mitral incompetence,Post-infarction pericarditis with pericardial rub,Rupture of the interventricular septum,,E,E — Rupture of the interventricular septum,A new harsh pansystolic murmur with heart failure a few days post-MI strongly suggests ventricular septal rupture.,A new harsh pansystolic murmur with heart failure a few days post-MI strongly suggests ventricular septal rupture.,"Correct answer: E — Rupture of the interventricular septum. A new harsh pansystolic murmur with heart failure a few days post-MI strongly suggests ventricular septal rupture. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Mechanical complications of MI
548,MCQ,"76-year-old man with shock, clear lungs, distended JVP, new loud systolic murmur, and inferior MI ECG changes. Most likely diagnosis?",Severe left ventricular failure,Ventricular septal defect,Acute mitral regurgitation,Right ventricular infarction,Cardiac rupture,,B,B — Ventricular septal defect,"Recent inferior MI with shock plus JVP elevation, clear lungs, and a new systolic murmur strongly points to ventricular septal rupture.","Recent inferior MI with shock plus JVP elevation, clear lungs, and a new systolic murmur strongly points to ventricular septal rupture.","Correct answer: B — Ventricular septal defect. Recent inferior MI with shock plus JVP elevation, clear lungs, and a new systolic murmur strongly points to ventricular septal rupture. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Mechanical complications of MI
549,MCQ,A 34-year-old smoker with intermittent claudication and new hypertension has a doubling of serum creatinine immediately after addition of an ACE inhibitor. This suggests:,Bilateral renal artery stenosis,Pheochromocytoma,Primary aldosteronism,Emboli from arteriosclerosis obliterans of the descending aorta,Grade II nephropathy,,A,A — Bilateral renal artery stenosis,A large creatinine rise after ACE inhibition suggests bilateral renal artery stenosis.,A large creatinine rise after ACE inhibition suggests bilateral renal artery stenosis.,"Correct answer: A — Bilateral renal artery stenosis. A large creatinine rise after ACE inhibition suggests bilateral renal artery stenosis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Renovascular hypertension
550,MCQ,A 64-year-old man has anterior STEMI and transfer to a PCI-capable hospital is delayed by 90 minutes due to logistics. Which intervention is most appropriate to reduce mortality while awaiting PCI?,Immediate thrombolysis with fibrinolytic therapy,Administration of IV beta-blockers,Start heparin infusion only,Administer high-dose nitrates,,,A,A — Immediate thrombolysis with fibrinolytic therapy,"If timely PCI is not achievable and delay is prolonged, immediate fibrinolysis is indicated.","If timely PCI is not achievable and delay is prolonged, immediate fibrinolysis is indicated.","Correct answer: A — Immediate thrombolysis with fibrinolytic therapy. If timely PCI is not achievable and delay is prolonged, immediate fibrinolysis is indicated. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",STEMI
551,MCQ,A 76-year-old man develops postoperative AF after CABG. Preoperative administration of each of the following therapies has been shown to prevent this dysrhythmia after cardiac surgery EXCEPT:,Amiodarone,Atorvastatin,Sotalol,Digoxin,Metoprolol,,D,D — Digoxin,"Digoxin is not effective for prevention of postoperative AF, unlike beta-blockers, amiodarone, sotalol, and some statin strategies.","Digoxin is not effective for prevention of postoperative AF, unlike beta-blockers, amiodarone, sotalol, and some statin strategies.","Correct answer: D — Digoxin. Digoxin is not effective for prevention of postoperative AF, unlike beta-blockers, amiodarone, sotalol, and some statin strategies. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Postoperative AF
552,MCQ,An 89-year-old frail woman with prior CABG has asymptomatic severe aortic stenosis with EF 44% and AVA 0.8 cm². Best management approach?,SAVR after coronary angiography,Left and right cardiac catheterization,Exercise treadmill testing,TAVR,Observe,,D,D — TAVR,"In an elderly frail patient with prior CABG and severe AS, TAVR is preferred over SAVR.","In an elderly frail patient with prior CABG and severe AS, TAVR is preferred over SAVR.","Correct answer: D — TAVR. In an elderly frail patient with prior CABG and severe AS, TAVR is preferred over SAVR. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Aortic stenosis
553,MCQ,A 27-year-old woman at 22 weeks' pregnancy has suspected pulmonary embolism with clear chest X-ray. Most appropriate confirmatory test?,V/Q scan,Spiral CT,Impedance plethysmography,D-Dimers,I125 fibrinogen scan,,A,A — V/Q scan,"With pregnancy and a clear chest X-ray, V/Q scanning is preferred to minimize radiation exposure.","With pregnancy and a clear chest X-ray, V/Q scanning is preferred to minimize radiation exposure.","Correct answer: A — V/Q scan. With pregnancy and a clear chest X-ray, V/Q scanning is preferred to minimize radiation exposure. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Pulmonary embolism in pregnancy
554,MCQ,A 56-year-old obese hypertensive man with excessive daytime sleepiness and loud snoring needs differentiation between central and obstructive sleep apnea. Most appropriate investigation?,Arterial blood gas analysis,Polysomnography with respiratory effort monitoring,Overnight pulse oximetry,Chest X-ray,,,B,B — Polysomnography with respiratory effort monitoring,Polysomnography with respiratory effort monitoring is the gold standard for distinguishing central from obstructive events.,Polysomnography with respiratory effort monitoring is the gold standard for distinguishing central from obstructive events.,"Correct answer: B — Polysomnography with respiratory effort monitoring. Polysomnography with respiratory effort monitoring is the gold standard for distinguishing central from obstructive events. In sleep-medicine questions, pick the test or treatment that directly addresses the most likely syndrome suggested by the history. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Sleep medicine
555,MCQ,A 43-year-old man has extensive anterior MI and is referred for transthoracic echocardiography. What will TTE most usefully assess in this setting?,Cardiac arrhythmia,Future prognosis,Left ventricular function and the presence of mural thrombus,Myocardial scar formation,Thrombus in the left atrium,,C,C — Left ventricular function and the presence of mural thrombus,"After anterior MI, TTE is particularly useful for LVEF assessment and identifying LV mural thrombus.","After anterior MI, TTE is particularly useful for LVEF assessment and identifying LV mural thrombus.","Correct answer: C — Left ventricular function and the presence of mural thrombus. After anterior MI, TTE is particularly useful for LVEF assessment and identifying LV mural thrombus. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Post-MI imaging
556,MCQ,"A 74-year-old diabetic man has epigastric discomfort, nausea, and fatigue for 2 hours. ECG and first biomarkers are normal. Most appropriate next step?",TEE,V/Q scan,Coronary CTA,ECG with posterior leads,Stress test,,D,D — ECG with posterior leads,Posterior MI can be missed on a standard 12-lead ECG; posterior leads should be obtained.,Posterior MI can be missed on a standard 12-lead ECG; posterior leads should be obtained.,"Correct answer: D — ECG with posterior leads. Posterior MI can be missed on a standard 12-lead ECG; posterior leads should be obtained. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",ACS diagnosis
557,MCQ,A 48-year-old kidney-transplant patient on ketoconazole starts aspirin and clopidogrel after PCI with DES. Which potential interaction is of concern?,Ketoconazole decreases the antiplatelet effect of clopidogrel,Ketoconazole increases bleeding risk when coadministered with clopidogrel,Ketoconazole is a strong inducer of CYP3A4,Ketoconazole is a potent CYP2C9 inhibitor,There is no significant interaction between ketoconazole and clopidogrel,,A,A — Ketoconazole decreases the antiplatelet effect of clopidogrel,"Ketoconazole inhibits CYP3A4 and may impair clopidogrel activation, reducing antiplatelet effect.","Ketoconazole inhibits CYP3A4 and may impair clopidogrel activation, reducing antiplatelet effect.","Correct answer: A — Ketoconazole decreases the antiplatelet effect of clopidogrel. Ketoconazole inhibits CYP3A4 and may impair clopidogrel activation, reducing antiplatelet effect. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Drug interactions
558,MCQ,Which of the following has been shown to be the most important determinant of inadequate clopidogrel-induced antiplatelet effects?,Genetic polymorphisms of the P2Y12 receptor,Interaction with atorvastatin,Upregulation of nonpurinergic signaling pathways,Noncompliance and underdosing,Accelerated platelet turnover,,D,D — Noncompliance and underdosing,"In practice, nonadherence and underdosing are the most important determinants of inadequate response.","In practice, nonadherence and underdosing are the most important determinants of inadequate response.","Correct answer: D — Noncompliance and underdosing. In practice, nonadherence and underdosing are the most important determinants of inadequate response. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Antiplatelet therapy
559,MCQ,A 76-year-old man develops complete heart block after TAVI requiring pacing. Which pacemaker is most appropriate?,Single-chamber atrial pacemaker,Single-chamber ventricular pacemaker,Dual-chamber pacemaker,Biventricular pacemaker,,,C,C — Dual-chamber pacemaker,Dual-chamber pacing preserves AV synchrony and is preferred in typical post-TAVI complete heart block.,Dual-chamber pacing preserves AV synchrony and is preferred in typical post-TAVI complete heart block.,"Correct answer: C — Dual-chamber pacemaker. Dual-chamber pacing preserves AV synchrony and is preferred in typical post-TAVI complete heart block. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pacing
560,MCQ,"A 55-year-old man with cardiac tamponade undergoes urgent pericardiocentesis. Despite successful drainage, right atrial pressure remains elevated. Most likely explanation?",Incomplete pericardial drainage,Constrictive pericarditis,Right ventricular infarction,Pulmonary embolism,,,B,B — Constrictive pericarditis,Persistently elevated RAP after drainage suggests an underlying constrictive process.,Persistently elevated RAP after drainage suggests an underlying constrictive process.,"Correct answer: B — Constrictive pericarditis. Persistently elevated RAP after drainage suggests an underlying constrictive process. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial disease
561,MCQ,"In patients presenting with acute MI, which plasma glucose target is desirable?",Tight control with glucose <110 mg/dL,Liberal control with glucose <300 mg/dL,Glucose <180 mg/dL,None of the above,,,C,C — Glucose <180 mg/dL,"In acute MI, a reasonable glycemic target is under 180 mg/dL, avoiding both severe hyperglycemia and hypoglycemia.","In acute MI, a reasonable glycemic target is under 180 mg/dL, avoiding both severe hyperglycemia and hypoglycemia.","Correct answer: C — Glucose <180 mg/dL. In acute MI, a reasonable glycemic target is under 180 mg/dL, avoiding both severe hyperglycemia and hypoglycemia. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",MI/metabolic care
562,MCQ,A 35-year-old intravenous drug user has tricuspid valve vegetations on TEE. Most likely causative organism?,Streptococcus viridans,Staphylococcus aureus,Enterococcus faecalis,Pseudomonas aeruginosa,,,B,B — Staphylococcus aureus,Right-sided endocarditis in IV drug users is most commonly due to Staphylococcus aureus.,Right-sided endocarditis in IV drug users is most commonly due to Staphylococcus aureus.,"Correct answer: B — Staphylococcus aureus. Right-sided endocarditis in IV drug users is most commonly due to Staphylococcus aureus. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
563,MCQ,A 72-year-old woman with HTN and HFpEF has worsening exertional dyspnea and diastolic dysfunction on echo. Which BNP level is most likely?,Normal BNP levels (<100 pg/mL),Moderately elevated BNP levels (100–300 pg/mL),Markedly elevated BNP levels (>300 pg/mL),BNP levels do not correlate with diastolic dysfunction,,,B,B — Moderately elevated BNP levels (100–300 pg/mL),HFpEF commonly produces a moderate BNP elevation rather than the marked rises seen in HFrEF.,HFpEF commonly produces a moderate BNP elevation rather than the marked rises seen in HFrEF.,"Correct answer: B — Moderately elevated BNP levels (100–300 pg/mL). HFpEF commonly produces a moderate BNP elevation rather than the marked rises seen in HFrEF. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure
564,MCQ,A STEMI patient undergoing primary PCI has a heavy thrombus burden in the proximal LAD. Most appropriate next step to address the thrombus?,Administer intravenous thrombolytics during PCI,Perform manual thrombus aspiration,Increase the dose of unfractionated heparin,Use a glycoprotein IIb/IIIa inhibitor,,,D,D — Use a glycoprotein IIb/IIIa inhibitor,"For heavy thrombus burden during PCI, a GP IIb/IIIa inhibitor may be used to reduce platelet-rich thrombus burden.","For heavy thrombus burden during PCI, a GP IIb/IIIa inhibitor may be used to reduce platelet-rich thrombus burden.","Correct answer: D — Use a glycoprotein IIb/IIIa inhibitor. For heavy thrombus burden during PCI, a GP IIb/IIIa inhibitor may be used to reduce platelet-rich thrombus burden. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Interventional cardiology
565,MCQ,"A newborn has cyanosis within the first 24 hours of life, with TGA and associated VSD. What is the most immediate step to stabilize this patient?",Surgical repair of the TGA,Balloon atrial septostomy,Administration of prostaglandin E1 infusion,Diuretics and oxygen therapy,,,C,C — Administration of prostaglandin E1 infusion,Prostaglandin E1 maintains ductal patency and improves mixing while definitive treatment is arranged.,Prostaglandin E1 maintains ductal patency and improves mixing while definitive treatment is arranged.,"Correct answer: C — Administration of prostaglandin E1 infusion. Prostaglandin E1 maintains ductal patency and improves mixing while definitive treatment is arranged. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Neonatal cardiology
566,MCQ,A 6-month-old infant with Tetralogy of Fallot and subaortic VSD has cyanosis that worsens during feeding and crying. Primary pathophysiological cause?,Pulmonary valve stenosis leading to right-to-left shunting across the VSD,Left-to-right shunting across the VSD causing pulmonary overload,Patent ductus arteriosus with preferential right-to-left flow,Aortic regurgitation causing systemic desaturation,,,A,A — Pulmonary valve stenosis leading to right-to-left shunting across the VSD,"RV outflow obstruction drives right-to-left shunting across the VSD, causing cyanosis in TOF.","RV outflow obstruction drives right-to-left shunting across the VSD, causing cyanosis in TOF.","Correct answer: A — Pulmonary valve stenosis leading to right-to-left shunting across the VSD. RV outflow obstruction drives right-to-left shunting across the VSD, causing cyanosis in TOF. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital heart disease
567,MCQ,"A 62-year-old man has STEMI and severe rhabdomyolysis (CK 20,000 U/L). Best management strategy?",Immediate thrombolytic therapy with alteplase,Hydration and coronary angiography with possible PCI,Aggressive hydration and administration of loop diuretics,Administration of high-dose statin therapy,,,B,B — Hydration and coronary angiography with possible PCI,He needs reperfusion for STEMI and hydration to protect the kidneys from rhabdomyolysis.,He needs reperfusion for STEMI and hydration to protect the kidneys from rhabdomyolysis.,"Correct answer: B — Hydration and coronary angiography with possible PCI. He needs reperfusion for STEMI and hydration to protect the kidneys from rhabdomyolysis. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",STEMI
568,MCQ,A 70-year-old man has repeated syncope and 85% symptomatic right carotid stenosis. Most appropriate management to reduce recurrent symptoms?,Medical management with aspirin and statins,Carotid endarterectomy (CEA),Carotid artery stenting (CAS),Implantation of a permanent pacemaker,,,B,B — Carotid endarterectomy (CEA),CEA is preferred for significant symptomatic carotid stenosis in suitable surgical candidates.,CEA is preferred for significant symptomatic carotid stenosis in suitable surgical candidates.,"Correct answer: B — Carotid endarterectomy (CEA). CEA is preferred for significant symptomatic carotid stenosis in suitable surgical candidates. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Carotid disease
569,MCQ,A 75-year-old man with recurrent unexplained syncope has carotid sinus massage causing a 5-second pause and 60 mmHg systolic BP drop. Most likely diagnosis?,Vasovagal syncope,Orthostatic hypotension,Carotid sinus hypersensitivity,Atrioventricular block,,,C,C — Carotid sinus hypersensitivity,Symptom reproduction with carotid sinus massage plus cardioinhibitory/vasodepressor response confirms carotid sinus hypersensitivity.,Symptom reproduction with carotid sinus massage plus cardioinhibitory/vasodepressor response confirms carotid sinus hypersensitivity.,"Correct answer: C — Carotid sinus hypersensitivity. Symptom reproduction with carotid sinus massage plus cardioinhibitory/vasodepressor response confirms carotid sinus hypersensitivity. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Syncope
570,MCQ,A 55-year-old man with unexplained heart failure has CMR showing patchy mid-myocardial late gadolinium enhancement involving the basal segments. Most likely diagnosis?,Cardiac amyloidosis,Cardiac sarcoidosis,Hypertrophic cardiomyopathy,Restrictive pericarditis,,,B,B — Cardiac sarcoidosis,Patchy basal mid-myocardial LGE is typical of cardiac sarcoidosis.,Patchy basal mid-myocardial LGE is typical of cardiac sarcoidosis.,"Correct answer: B — Cardiac sarcoidosis. Patchy basal mid-myocardial LGE is typical of cardiac sarcoidosis. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Cardiac MRI
571,MCQ,"A 58-year-old man with a mechanical mitral valve has fatigue, anemia, schistocytes, high LDH, and low haptoglobin. Most likely cause and initial management?",Iron deficiency anemia; start oral iron supplementation,Hemolytic anemia due to valve dysfunction; evaluate with echocardiography,Vitamin B12 deficiency; start intramuscular B12 injections,Autoimmune hemolytic anemia; start corticosteroids,,,B,B — Hemolytic anemia due to valve dysfunction; evaluate with echocardiography,Mechanical hemolysis from prosthetic valve dysfunction or paravalvular leak should be assessed with echocardiography.,Mechanical hemolysis from prosthetic valve dysfunction or paravalvular leak should be assessed with echocardiography.,"Correct answer: B — Hemolytic anemia due to valve dysfunction; evaluate with echocardiography. Mechanical hemolysis from prosthetic valve dysfunction or paravalvular leak should be assessed with echocardiography. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular complications
572,MCQ,A 15-year-old boy with thalassemia major on regular transfusions has dilated cardiomyopathy. Most likely cause?,Chronic anemia from inadequate transfusions,Iron overload affecting the myocardium,Congenital heart disease associated with thalassemia,Infective endocarditis,,,B,B — Iron overload affecting the myocardium,Repeated transfusions can produce iron overload cardiomyopathy.,Repeated transfusions can produce iron overload cardiomyopathy.,"Correct answer: B — Iron overload affecting the myocardium. Repeated transfusions can produce iron overload cardiomyopathy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hematology/Cardiomyopathy
573,MCQ,"A 63-year-old man presents 2 days after MI discharge with worsening shortness of breath, elevated JVP, and a new pansystolic murmur best at the left sternal edge. Most likely diagnosis?",Mitral incompetence,Ventricular septal defect,Aortic stenosis,Dressler’s syndrome,Further myocardial infarction,,B,B — Ventricular septal defect,A new loud pansystolic murmur at the left sternal edge early after MI strongly suggests post-infarction VSD.,A new loud pansystolic murmur at the left sternal edge early after MI strongly suggests post-infarction VSD.,"Correct answer: B — Ventricular septal defect. A new loud pansystolic murmur at the left sternal edge early after MI strongly suggests post-infarction VSD. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Mechanical complications of MI
574,MCQ,A 34-year-old woman with rheumatic mitral stenosis is in sinus rhythm. Which physical sign is most likely to be present?,Ejection systolic murmur,Mid-systolic click,Pre-systolic accentuation,Quiet second heart sound,Thrusting apex beat,,C,C — Pre-systolic accentuation,"In sinus rhythm, mitral stenosis classically has pre-systolic accentuation of the diastolic murmur.","In sinus rhythm, mitral stenosis classically has pre-systolic accentuation of the diastolic murmur.","Correct answer: C — Pre-systolic accentuation. In sinus rhythm, mitral stenosis classically has pre-systolic accentuation of the diastolic murmur. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular heart disease
575,MCQ,"A 70-year-old hypertensive diabetic patient with moderate exertional dyspnea, LVH, and slightly deranged renal function presents with heart failure. Most appropriate treatment?",ACE inhibitor alone,Furosemide alone,"Spironolactone, ramipril, and aspirin","Spironolactone, ramipril, and carvedilol","Spironolactone, ramipril, and digoxin",,D,"D — Spironolactone, ramipril, and carvedilol","This vignette represents HFpEF where BP control and symptom control are central; the keyed answer is spironolactone, ramipril, and carvedilol.","This vignette represents HFpEF where BP control and symptom control are central; the keyed answer is spironolactone, ramipril, and carvedilol.","Correct answer: D — Spironolactone, ramipril, and carvedilol. This vignette represents HFpEF where BP control and symptom control are central; the keyed answer is spironolactone, ramipril, and carvedilol. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Heart failure
576,MCQ,A 48-year-old man with likely aortic stenosis passes out during basketball. Which symptom carries the worst prognosis in this condition?,Dyspnea from pulmonary edema,Angina,Syncope,Palpitations,,,A,A — Dyspnea from pulmonary edema,"In symptomatic AS, dyspnea/HF carries the shortest average survival and worst prognosis.","In symptomatic AS, dyspnea/HF carries the shortest average survival and worst prognosis.","Correct answer: A — Dyspnea from pulmonary edema. In symptomatic AS, dyspnea/HF carries the shortest average survival and worst prognosis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Aortic stenosis
577,MCQ,A 68-year-old patient with a bioprosthetic mitral valve implanted 8 months ago now has suspected prosthetic valve endocarditis. Most common causative organism at this timing?,Viridans group streptococci,Staphylococcus aureus,"Coagulase-negative staphylococci (e.g., Staphylococcus epidermidis)",Candida albicans,,,C,"C — Coagulase-negative staphylococci (e. g., Staphylococcus epidermidis)",Intermediate-timing prosthetic valve endocarditis is most commonly due to coagulase-negative staphylococci.,Intermediate-timing prosthetic valve endocarditis is most commonly due to coagulase-negative staphylococci.,"Correct answer: C — Coagulase-negative staphylococci (e. g., Staphylococcus epidermidis). Intermediate-timing prosthetic valve endocarditis is most commonly due to coagulase-negative staphylococci. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.",Endocarditis
578,MCQ,A 32-year-old man with bicuspid aortic valve and mild aortic stenosis is asymptomatic. Which associated condition is most common?,Aortic root abscess,Infective endocarditis,Aortic coarctation,Ascending aortic aneurysm,,,D,D — Ascending aortic aneurysm,Bicuspid aortic valve is strongly associated with aortopathy and ascending aortic dilatation.,Bicuspid aortic valve is strongly associated with aortopathy and ascending aortic dilatation.,Correct answer: D — Ascending aortic aneurysm. Bicuspid aortic valve is strongly associated with aortopathy and ascending aortic dilatation. Exam tip: distinguish between the most likely event in this specific patient and the most common complication overall.,Congenital/Valvular
579,MCQ,A 58-year-old man with long-standing hypertension has concentric LVH. Which hemodynamic change best explains this adaptation?,Decreased preload and increased contractility,Decreased peripheral vascular resistance and increased venous return,Increased afterload due to elevated systemic vascular resistance,Increased cardiac output due to reduced afterload,,,C,C — Increased afterload due to elevated systemic vascular resistance,"Chronic pressure overload from systemic hypertension increases afterload, driving concentric LVH.","Chronic pressure overload from systemic hypertension increases afterload, driving concentric LVH.","Correct answer: C — Increased afterload due to elevated systemic vascular resistance. Chronic pressure overload from systemic hypertension increases afterload, driving concentric LVH. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension
580,MCQ,"A 65-year-old man presents 12 hours after anterior MI with cardiogenic shock: CI 1.5 L/min/m², PCWP 25 mmHg, BP 80/50 mmHg. Most appropriate initial management?",Intravenous loop diuretics,Intravenous fluids,Vasopressor infusion,Beta-blocker therapy,Milrinone,,C,C — Vasopressor infusion,Profound hypotension with low CI requires immediate vasopressor support before other therapies.,Profound hypotension with low CI requires immediate vasopressor support before other therapies.,"Correct answer: C — Vasopressor infusion. Profound hypotension with low CI requires immediate vasopressor support before other therapies. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Cardiogenic shock
581,MCQ,A 65-year-old woman has symptomatic heavily calcific mitral valve disease with no significant coronary history. What is the next best step in management?,Coronary angiography before MVR,Mitral valve balloon valvotomy,Mitral valve repair surgery,Start loop diuretics and reassess in 6 months,,,A,A — Coronary angiography before MVR,"Before planned mitral valve replacement in this age group, coronary angiography is recommended to define concomitant CAD.","Before planned mitral valve replacement in this age group, coronary angiography is recommended to define concomitant CAD.","Correct answer: A — Coronary angiography before MVR. Before planned mitral valve replacement in this age group, coronary angiography is recommended to define concomitant CAD. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Mitral stenosis
582,MCQ,"A young patient has exertional dyspnea and systolic murmur; TTE does not show a clear structural lesion, but an intracardiac shunt is still suspected. Next best step?",Cardiac MRI,Transesophageal echocardiography (TEE),Right heart catheterization with oximetry run,Cardiac CT,,,C,C — Right heart catheterization with oximetry run,Right-heart catheterization with an oximetry run provides definitive physiologic confirmation and localization of a shunt.,Right-heart catheterization with an oximetry run provides definitive physiologic confirmation and localization of a shunt.,"Correct answer: C — Right heart catheterization with oximetry run. Right-heart catheterization with an oximetry run provides definitive physiologic confirmation and localization of a shunt. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Shunt evaluation
583,MCQ,The diastolic echocardiographic frame shown is most consistent with:,Right-sided pressure overload,Cleft mitral valve,VSD,ASD,Septal wall infarction,,D,D — ASD,"Diastolic septal flattening suggests RV volume overload, classically seen with ASD physiology.","Diastolic septal flattening suggests RV volume overload, classically seen with ASD physiology.","Correct answer: D — ASD. Diastolic septal flattening suggests RV volume overload, classically seen with ASD physiology. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo interpretation
584,MCQ,A 42-year-old hypertensive smoker develops sudden severe pulmonary edema with EF 52% and LVH/borderline LA enlargement. Most appropriate diagnosis?,Biventricular failure,Right ventricular failure,Non-cardiac condition,Heart failure with preserved EF,Heart failure with reduced EF,,D,D — Heart failure with preserved EF,Symptoms plus preserved EF and structural evidence of hypertensive diastolic dysfunction indicate HFpEF.,Symptoms plus preserved EF and structural evidence of hypertensive diastolic dysfunction indicate HFpEF.,"Correct answer: D — Heart failure with preserved EF. Symptoms plus preserved EF and structural evidence of hypertensive diastolic dysfunction indicate HFpEF. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure
585,MCQ,A 62-year-old woman has recurrent chest pain 3 days after LAD PCI for MI. Which study is most useful for detecting new myocardial damage since the initial infarction?,Echocardiogram,Electrocardiogram,Serum myoglobin,Serum troponin-I,Serum troponin-T,,C,C — Serum myoglobin,Myoglobin clears quickly and is more useful than persistently elevated troponins for identifying a new event shortly after MI.,Myoglobin clears quickly and is more useful than persistently elevated troponins for identifying a new event shortly after MI.,"Correct answer: C — Serum myoglobin. Myoglobin clears quickly and is more useful than persistently elevated troponins for identifying a new event shortly after MI. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardiac biomarkers
586,MCQ,A holosystolic murmur increases in intensity with deep inspiration. This is consistent with which of the following?,Atrial-septal defect,Austin Flint murmur,Carvallo’s sign,Chronic mitral regurgitation,Gallavardin effect,,C,C — Carvallo's sign,Carvallo’s sign is increased intensity of right-sided murmurs with inspiration.,Carvallo's sign is increased intensity of right-sided murmurs with inspiration.,"Correct answer: C — Carvallo's sign. Carvallo's sign is increased intensity of right-sided murmurs with inspiration. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Clinical examination
