question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
443,MCQ,A double apical beat is mostly associated with which condition?,Dilated cardiomyopathy,Hypertrophic cardiomyopathy (HOCM),Aortic stenosis,Restrictive cardiomyopathy,,,B,B — Hypertrophic cardiomyopathy (HOCM),A double apical impulse is characteristic of hypertrophic cardiomyopathy due to forceful atrial contraction and dynamic obstruction.,A double apical impulse is characteristic of hypertrophic cardiomyopathy due to forceful atrial contraction and dynamic obstruction.,"Correct answer: B — Hypertrophic cardiomyopathy (HOCM). A double apical impulse is characteristic of hypertrophic cardiomyopathy due to forceful atrial contraction and dynamic obstruction. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Clinical examination
444,MCQ,What is the primary mechanism of action of digoxin in the myocardium?,Inhibition of the sodium-calcium exchanger,Activation of the Na+/K+ ATPase pump,Inhibition of the Na+/K+ ATPase pump,Blocking voltage-gated calcium channels,,,C,C — Inhibition of the Na+/K+ ATPase pump,"Digoxin inhibits Na+/K+ ATPase, increasing intracellular sodium and secondarily intracellular calcium.","Digoxin inhibits Na+/K+ ATPase, increasing intracellular sodium and secondarily intracellular calcium.","Correct answer: C — Inhibition of the Na+/K+ ATPase pump. Digoxin inhibits Na+/K+ ATPase, increasing intracellular sodium and secondarily intracellular calcium. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
445,MCQ,Complete heart block with a heart rate of 35 bpm and a narrow-QRS escape rhythm. At which level is the block most likely located?,Sinoatrial node,Atrioventricular (AV) node,His-Purkinje system,Ventricles,,,B,B — Atrioventricular (AV) node,"A narrow-QRS escape rhythm suggests a junctional escape, pointing to AV nodal level block.","A narrow-QRS escape rhythm suggests a junctional escape, pointing to AV nodal level block.","Correct answer: B — Atrioventricular (AV) node. A narrow-QRS escape rhythm suggests a junctional escape, pointing to AV nodal level block. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
446,MCQ,"Vertigo, diplopia, and transient blindness when elevating the right arm. Most likely diagnosis?",Vertebrobasilar stroke,Multiple sclerosis,Subclavian steal syndrome,Carotid artery dissection,,,C,C — Subclavian steal syndrome,Arm exertion can precipitate vertebrobasilar symptoms in subclavian steal syndrome.,Arm exertion can precipitate vertebrobasilar symptoms in subclavian steal syndrome.,"Correct answer: C — Subclavian steal syndrome. Arm exertion can precipitate vertebrobasilar symptoms in subclavian steal syndrome. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Vascular medicine
447,MCQ,Ideal puncture site for central venous catheter insertion using the subclavian approach?,At the lateral third of the clavicle,At the middle third of the clavicle,At the junction of the medial third and lateral two-thirds of the clavicle,At the medial end of the clavicle,,,C,C — At the junction of the medial third and lateral two-thirds of the clavicle,The ideal puncture site is just below the junction of the medial third and lateral two-thirds of the clavicle.,The ideal puncture site is just below the junction of the medial third and lateral two-thirds of the clavicle.,"Correct answer: C — At the junction of the medial third and lateral two-thirds of the clavicle. The ideal puncture site is just below the junction of the medial third and lateral two-thirds of the clavicle. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Procedures
448,MCQ,Typical puncture sites for internal jugular and subclavian central venous approaches?,Mid-clavicular line and sternal notch,Sternal notch and axillary fold,Apex of the sternocleidomastoid triangle and 1 cm above the clavicle,Apex of the sternocleidomastoid triangle between the two heads and just below the middle third of the clavicle,,,D,D — Apex of the sternocleidomastoid triangle between the two heads and just below the middle third of the clavicle,"For IJV, insert at the apex of the SCM triangle; for subclavian, just below the middle third of the clavicle.","For IJV, insert at the apex of the SCM triangle; for subclavian, just below the middle third of the clavicle.","Correct answer: D — Apex of the sternocleidomastoid triangle between the two heads and just below the middle third of the clavicle. For IJV, insert at the apex of the SCM triangle; for subclavian, just below the middle third of the clavicle. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Procedures
449,MCQ,"70-year-old man with diabetes, hypertension, obesity, and typical angina relieved by nitrates. Most likely pretest probability that he has CAD?",10–20%,40–50%,60–70%,85–90%,,,D,D — 85–90%,Typical angina in an older man with multiple risk factors confers a very high pretest probability.,Typical angina in an older man with multiple risk factors confers a very high pretest probability.,"Correct answer: D — 85–90%. Typical angina in an older man with multiple risk factors confers a very high pretest probability. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Chronic coronary syndrome
450,MCQ,"15-year-old girl with short stature, webbed neck, delayed puberty, continuous murmur heard anteriorly and posteriorly, and leg cyanosis. Most likely associated cardiovascular abnormality?",Atrial septal defect (ASD),Patent ductus arteriosus (PDA),Coarctation of the aorta (CoA),Tetralogy of Fallot (TOF),,,C,C — Coarctation of the aorta (CoA),"The phenotype suggests Turner syndrome, which is classically associated with coarctation of the aorta.","The phenotype suggests Turner syndrome, which is classically associated with coarctation of the aorta.","Correct answer: C — Coarctation of the aorta (CoA). The phenotype suggests Turner syndrome, which is classically associated with coarctation of the aorta. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
451,MCQ,What is the respiratory effect on the second heart sound (S2) during inspiration?,A2 and P2 both occur earlier and merge into a single sound,"P2 is delayed while A2 occurs earlier, causing physiologic splitting of S2","P2 is delayed while A2 is unaffected, causing physiologic splitting of S2","A2 is delayed while P2 occurs earlier, causing physiologic splitting of S2",A2 and P2 are unaffected by respiration,,B,"B — P2 is delayed while A2 occurs earlier, causing physiologic splitting of S2","During inspiration, increased venous return delays P2 and reduced LV filling can make A2 occur earlier, widening physiologic splitting.","During inspiration, increased venous return delays P2 and reduced LV filling can make A2 occur earlier, widening physiologic splitting.","Correct answer: B — P2 is delayed while A2 occurs earlier, causing physiologic splitting of S2. During inspiration, increased venous return delays P2 and reduced LV filling can make A2 occur earlier, widening physiologic splitting. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Cardiac examination
452,MCQ,Patient with LBBB and COPD needs evaluation for CAD. Most appropriate diagnostic test?,Exercise stress ECG,Dipyridamole thallium scan,Dobutamine stress echocardiography,Stress echocardiography with exercise,,,C,C — Dobutamine stress echocardiography,Dobutamine stress echocardiography is preferred because exercise ECG is unreliable with LBBB and dipyridamole may provoke bronchospasm in COPD.,Dobutamine stress echocardiography is preferred because exercise ECG is unreliable with LBBB and dipyridamole may provoke bronchospasm in COPD.,"Correct answer: C — Dobutamine stress echocardiography. Dobutamine stress echocardiography is preferred because exercise ECG is unreliable with LBBB and dipyridamole may provoke bronchospasm in COPD. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Ischemia testing
453,MCQ,Most urgent indication for pericardiocentesis?,Large pericardial effusion >20 mm on echocardiography with no symptoms,Cardiac tamponade,Chronic pericardial effusion >3 months without hemodynamic compromise,Diagnostic evaluation of viral pericarditis,,,B,B — Cardiac tamponade,Cardiac tamponade requires immediate drainage to restore hemodynamics.,Cardiac tamponade requires immediate drainage to restore hemodynamics.,"Correct answer: B — Cardiac tamponade. Cardiac tamponade requires immediate drainage to restore hemodynamics. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pericardial disease
454,MCQ,Hypotensive patient with a large pericardial effusion and electrical alternans on ECG. Most likely physical finding?,Pulsus paradoxus,Kussmaul's sign,Bounding pulses,Diminished peripheral pulses,,,A,A — Pulsus paradoxus,"Electrical alternans in this setting suggests tamponade, which classically presents with pulsus paradoxus.","Electrical alternans in this setting suggests tamponade, which classically presents with pulsus paradoxus.","Correct answer: A — Pulsus paradoxus. Electrical alternans in this setting suggests tamponade, which classically presents with pulsus paradoxus. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Pericardial disease
455,MCQ,"Diabetic patient with leg pain and tingling, intact pulses, and reduced sensation in the lower extremities. Most likely diagnosis?",Ischemic leg pain (Peripheral Arterial Disease),Embolic lower limb ischemia,Peripheral neuropathy,Deep vein thrombosis,,,C,C — Peripheral neuropathy,Intact pulses with sensory symptoms favors diabetic peripheral neuropathy rather than vascular disease.,Intact pulses with sensory symptoms favors diabetic peripheral neuropathy rather than vascular disease.,"Correct answer: C — Peripheral neuropathy. Intact pulses with sensory symptoms favors diabetic peripheral neuropathy rather than vascular disease. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Neurology
456,MCQ,Blunt chest trauma followed by a holosystolic murmur at the lower left sternal border that increases with inspiration. Most likely diagnosis?,Mitral regurgitation,Traumatic tricuspid regurgitation,Old pulmonary stenosis,Ventricular septal defect,,,B,B — Traumatic tricuspid regurgitation,Inspiratory augmentation (Carvallo sign) after blunt trauma points to traumatic tricuspid regurgitation.,Inspiratory augmentation (Carvallo sign) after blunt trauma points to traumatic tricuspid regurgitation.,"Correct answer: B — Traumatic tricuspid regurgitation. Inspiratory augmentation (Carvallo sign) after blunt trauma points to traumatic tricuspid regurgitation. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Valvular/Trauma
457,MCQ,Which formula calculates cardiac output based on the Fick principle?,CO = Stroke Volume × Heart Rate,CO = VO₂ × (CaO₂ - CvO₂),CO = VO₂ / (CaO₂ - CvO₂),CO = Arterial PO₂ / Venous PO₂,,,C,C — CO = VO2 / (CaO2 - CvO2),The Fick principle defines cardiac output as oxygen consumption divided by the arterial-venous oxygen content difference.,The Fick principle defines cardiac output as oxygen consumption divided by the arterial-venous oxygen content difference.,"Correct answer: C — CO = VO2 / (CaO2 - CvO2). The Fick principle defines cardiac output as oxygen consumption divided by the arterial-venous oxygen content difference. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hemodynamics
458,MCQ,Which formula is used to calculate stroke volume using Doppler ultrasound?,SV = VTI × CSA,SV = HR × CO,SV = π × r² × HR,SV = VO₂ / (CaO₂ - CvO₂),,,A,A — SV = VTI × CSA,Stroke volume is calculated as the product of the velocity-time integral and the cross-sectional area of flow.,Stroke volume is calculated as the product of the velocity-time integral and the cross-sectional area of flow.,"Correct answer: A — SV = VTI × CSA. Stroke volume is calculated as the product of the velocity-time integral and the cross-sectional area of flow. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo
459,MCQ,"In a patient with atrial fibrillation, what change is expected in the JVP?",Prominent 'a' wave,Absent 'a' wave,Cannon 'a' waves,Steep 'y' descent,,,B,B — Absent 'a' wave,"Because atrial contraction is absent in AF, the JVP lacks an 'a' wave.","Because atrial contraction is absent in AF, the JVP lacks an 'a' wave.","Correct answer: B — Absent 'a' wave. Because atrial contraction is absent in AF, the JVP lacks an 'a' wave. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Clinical examination
460,MCQ,Aortic regurgitation with jet width to LVOT diameter ratio of 70% on echocardiography. Severity?,Mild,Moderate,Severe,Trace,,,C,C — Severe,A jet width to LVOT diameter ratio ≥65% is consistent with severe aortic regurgitation.,A jet width to LVOT diameter ratio ≥65% is consistent with severe aortic regurgitation.,"Correct answer: C — Severe. A jet width to LVOT diameter ratio ≥65% is consistent with severe aortic regurgitation. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo/Valves
461,MCQ,Which statement about omega-3 polyunsaturated fatty acids in heart failure is correct?,PUFAs improve heart failure outcomes by increasing inotropic effects,PUFAs reduce mortality and hospitalizations without affecting blood pressure or heart rate,PUFAs are only beneficial in NYHA class I heart failure,The recommended dose of PUFAs is less than 1 g/day,,,B,B — PUFAs reduce mortality and hospitalizations without affecting blood pressure or heart rate,Omega-3 PUFAs improve HF outcomes mainly through mechanisms independent of BP and heart-rate reduction.,Omega-3 PUFAs improve HF outcomes mainly through mechanisms independent of BP and heart-rate reduction.,"Correct answer: B — PUFAs reduce mortality and hospitalizations without affecting blood pressure or heart rate. Omega-3 PUFAs improve HF outcomes mainly through mechanisms independent of BP and heart-rate reduction. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Heart failure
462,MCQ,The arch of the aorta is derived from which embryonic aortic arch?,2nd aortic arch,3rd aortic arch,4th aortic arch,6th aortic arch,,,C,C — 4th aortic arch,The left 4th aortic arch contributes to the arch of the aorta.,The left 4th aortic arch contributes to the arch of the aorta.,"Correct answer: C — 4th aortic arch. The left 4th aortic arch contributes to the arch of the aorta. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Embryology
463,MCQ,"After birth, the umbilical vein is transformed into which structure?",Ligamentum venosum,Ligamentum arteriosum,Medial umbilical ligament,Ligamentum teres hepatis,,,D,D — Ligamentum teres hepatis,The umbilical vein becomes the ligamentum teres hepatis after birth.,The umbilical vein becomes the ligamentum teres hepatis after birth.,"Correct answer: D — Ligamentum teres hepatis. The umbilical vein becomes the ligamentum teres hepatis after birth. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Embryology
464,MCQ,A patient with triglyceride levels >1000 mg/dL develops acute pancreatitis. Most appropriate initial management?,Plasmapheresis alone,Immediate surgical intervention,Insulin infusion with supportive care,High-dose corticosteroids,,,C,C — Insulin infusion with supportive care,Insulin infusion lowers triglycerides by activating lipoprotein lipase; supportive care remains essential.,Insulin infusion lowers triglycerides by activating lipoprotein lipase; supportive care remains essential.,"Correct answer: C — Insulin infusion with supportive care. Insulin infusion lowers triglycerides by activating lipoprotein lipase; supportive care remains essential. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Pancreatitis
465,MCQ,What additional factor is incorporated into the Cockcroft-Gault equation for estimating creatinine clearance in female patients?,Serum albumin,A correction factor of 0.85,Hemoglobin concentration,A correction factor of 1.25,,,B,B — A correction factor of 0.85,"For females, the Cockcroft-Gault estimate is multiplied by 0.85.","For females, the Cockcroft-Gault estimate is multiplied by 0.85.","Correct answer: B — A correction factor of 0.85. For females, the Cockcroft-Gault estimate is multiplied by 0.85. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Renal medicine
466,MCQ,"Measured QT interval 0.42 seconds and heart rate 75 bpm. Using Bazett’s formula, what is the QTc?",0.38 seconds,0.42 seconds,0.48 seconds,0.46 seconds,,,D,D — 0.46 seconds,"At 75 bpm, RR is 0.8 s, so QTc = 0.42 / √0.8 ≈ 0.46 s.","At 75 bpm, RR is 0.8 s, so QTc = 0.42 / √0.8 ≈ 0.46 s.","Correct answer: D — 0.46 seconds. At 75 bpm, RR is 0.8 s, so QTc = 0.42 / √0.8 ≈ 0.46 s. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ECG
467,MCQ,"12-year-old girl with sore throat, elevated ESR, positive ASO titer, and rheumatic fever. Best initial treatment?",Benzathine penicillin G and aspirin 100 mg/kg/day,Benzathine penicillin G and steroids,Oral penicillin and ibuprofen,Benzathine penicillin G alone,,,A,A — Benzathine penicillin G and aspirin 100 mg/kg/day,Initial treatment includes eradication of streptococcus with benzathine penicillin and control of inflammation with aspirin.,Initial treatment includes eradication of streptococcus with benzathine penicillin and control of inflammation with aspirin.,"Correct answer: A — Benzathine penicillin G and aspirin 100 mg/kg/day. Initial treatment includes eradication of streptococcus with benzathine penicillin and control of inflammation with aspirin. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Pediatrics
468,MCQ,Pulsatile femoral mass three days after transfemoral coronary angiography. Most appropriate initial management?,Ultrasound-guided compression,Manual compression,Administration of anticoagulants,Surgical repair,,,A,A — Ultrasound-guided compression,"This presentation suggests a femoral pseudoaneurysm, and ultrasound-guided compression is a standard initial treatment.","This presentation suggests a femoral pseudoaneurysm, and ultrasound-guided compression is a standard initial treatment.","Correct answer: A — Ultrasound-guided compression. This presentation suggests a femoral pseudoaneurysm, and ultrasound-guided compression is a standard initial treatment. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Cath complications
469,MCQ,"Marfan syndrome with aortic root diameter 6 cm, considering pregnancy. Best next step?",Endovascular aortic repair (EVAR),Elective surgical aortic root repair,Proceed with pregnancy with close monitoring,No intervention needed,,,B,B — Elective surgical aortic root repair,"Aortic root dilatation of this magnitude carries high dissection risk, especially in pregnancy, and should be repaired first.","Aortic root dilatation of this magnitude carries high dissection risk, especially in pregnancy, and should be repaired first.","Correct answer: B — Elective surgical aortic root repair. Aortic root dilatation of this magnitude carries high dissection risk, especially in pregnancy, and should be repaired first. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Aortopathy
470,MCQ,Hemodynamic tracing in the figure is most consistent with which diagnosis?,Severe valvular aortic stenosis,Severe subvalvular aortic stenosis,Hypertrophic obstructive cardiomyopathy (HOCM),No aortic stenosis; catheter entrapment,,,A,A — Severe valvular aortic stenosis,The tracing shows a large peak-to-peak gradient consistent with severe valvular aortic stenosis rather than HOCM.,The tracing shows a large peak-to-peak gradient consistent with severe valvular aortic stenosis rather than HOCM.,"Correct answer: A — Severe valvular aortic stenosis. The tracing shows a large peak-to-peak gradient consistent with severe valvular aortic stenosis rather than HOCM. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hemodynamics
471,MCQ,Stroke patient with irregularly irregular pulse; echocardiographic image shows abnormality in the left atrial appendage. What does the image show?,Normal left atrial appendage,Mass in the left atrial appendage likely representing thrombus,Coumadin ridge,No abnormality is seen,,,B,B — Mass in the left atrial appendage likely representing thrombus,"Underlying AF predisposes to left atrial appendage thrombus, a potential embolic source.","Underlying AF predisposes to left atrial appendage thrombus, a potential embolic source.","Correct answer: B — Mass in the left atrial appendage likely representing thrombus. Underlying AF predisposes to left atrial appendage thrombus, a potential embolic source. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo
472,MCQ,50-year-old woman with newly diagnosed atrial fibrillation and no risk factors other than female sex. Most appropriate stroke-prevention management?,Aspirin therapy,Warfarin therapy with INR monitoring,Direct oral anticoagulant (DOAC) therapy,No anticoagulation therapy,,,D,D — No anticoagulation therapy,"With CHA₂DS₂-VASc score of 1 due to sex alone, anticoagulation is not recommended.","With CHA2DS2-VASc score of 1 due to sex alone, anticoagulation is not recommended.","Correct answer: D — No anticoagulation therapy. With CHA2DS2-VASc score of 1 due to sex alone, anticoagulation is not recommended. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",AF/Anticoagulation
473,MCQ,Which lipid-lowering agent may worsen glycemic control in patients with borderline fasting hyperglycemia?,Simvastatin,Atorvastatin,Niacin,Gemfibrozil,None of the above,,C,C — Niacin,Niacin can reduce insulin sensitivity and worsen glycemic control.,Niacin can reduce insulin sensitivity and worsen glycemic control.,"Correct answer: C — Niacin. Niacin can reduce insulin sensitivity and worsen glycemic control. In lipid questions, link the biochemical abnormality to the lipoprotein pathway and the classic clinical or laboratory pattern. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Lipid disorders
474,MCQ,Patient experiences nocturnal chest pain relieved by sublingual nitroglycerin and daytime pain relieved by eating. Most likely diagnosis?,GERD,Acute coronary syndrome (ACS),Esophageal rupture,Panic disorder,,,A,A — GERD,Pain relieved by eating strongly favors GERD over ACS despite nitroglycerin responsiveness.,Pain relieved by eating strongly favors GERD over ACS despite nitroglycerin responsiveness.,"Correct answer: A — GERD. Pain relieved by eating strongly favors GERD over ACS despite nitroglycerin responsiveness. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Gastroenterology/Cardio differential
475,MCQ,A patient with chronic HFrEF and resting HR 80 bpm despite maximally tolerated beta-blocker therapy is started on ivabradine. Which statement best describes its mechanism of action?,Beta-1 receptor blockade reducing sympathetic stimulation,Inhibition of L-type calcium channels in pacemaker cells,Selective inhibition of funny (If) sodium channels in the SA node,Potassium channel blockade prolonging repolarization,,,C,C — Selective inhibition of funny (If) sodium channels in the SA node,"Ivabradine selectively inhibits the funny current in the SA node, slowing phase-4 depolarization.","Ivabradine selectively inhibits the funny current in the SA node, slowing phase-4 depolarization.","Correct answer: C — Selective inhibition of funny (If) sodium channels in the SA node. Ivabradine selectively inhibits the funny current in the SA node, slowing phase-4 depolarization. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Pharmacology
476,MCQ,"Blunt chest trauma followed later by severe chest pain, new LBBB, and imaging suggesting coronary artery injury. Most likely diagnosis?",LAD dissection,LAD laceration,Myocardial contusion,Coronary artery spasm,,,A,A — LAD dissection,"Blunt trauma can cause LAD dissection, leading to delayed ischemia and new conduction abnormalities.","Blunt trauma can cause LAD dissection, leading to delayed ischemia and new conduction abnormalities.","Correct answer: A — LAD dissection. Blunt trauma can cause LAD dissection, leading to delayed ischemia and new conduction abnormalities. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Trauma
477,MCQ,"Patient with DM, HTN, and IHD is scheduled for thyroidectomy, has no symptoms, and no new ECG/echo changes. Next best step?",Proceed with surgery,Perform a dobutamine stress echocardiogram,Perform a SPECT myocardial perfusion imaging,Postpone surgery for further cardiac evaluation,,,A,A — Proceed with surgery,Stable asymptomatic ischemic heart disease without new findings does not require further testing before surgery.,Stable asymptomatic ischemic heart disease without new findings does not require further testing before surgery.,"Correct answer: A — Proceed with surgery. Stable asymptomatic ischemic heart disease without new findings does not require further testing before surgery. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Perioperative assessment
478,MCQ,Patient with ischemic heart disease has <50% stenosis in all major vessels but persistent anginal symptoms despite optimal medical therapy. Best next step?,Initiate coronary revascularization,Adjust medical therapy and reassess,Perform stress testing to evaluate ischemia,Reassure the patient and continue current management,,,C,C — Perform stress testing to evaluate ischemia,Stress testing helps determine whether symptoms correspond to functionally significant ischemia despite nonobstructive angiography.,Stress testing helps determine whether symptoms correspond to functionally significant ischemia despite nonobstructive angiography.,"Correct answer: C — Perform stress testing to evaluate ischemia. Stress testing helps determine whether symptoms correspond to functionally significant ischemia despite nonobstructive angiography. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Chronic coronary syndrome
479,MCQ,"Heart rate 70 bpm, end-diastolic volume 120 mL, end-systolic volume 50 mL. What is the cardiac output?",3.5 L/min,4.9 L/min,5.2 L/min,6.0 L/min,,,B,B — 4.9 L/min,"Stroke volume is 70 mL, so cardiac output is 70 × 70 = 4900 mL/min = 4.9 L/min.","Stroke volume is 70 mL, so cardiac output is 70 × 70 = 4900 mL/min = 4.9 L/min.","Correct answer: B — 4.9 L/min. Stroke volume is 70 mL, so cardiac output is 70 × 70 = 4900 mL/min = 4.9 L/min. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Physiology
480,MCQ,Patient with recent melena undergoes DES placement for ACS. Most appropriate antiplatelet therapy?,Clopidogrel and aspirin,Clopidogrel alone,Aspirin alone,Aspirin and ticagrelor,,,A,A — Clopidogrel and aspirin,"After DES for ACS, DAPT is necessary; clopidogrel is preferred over more potent P2Y12 inhibitors when bleeding risk is high.","After DES for ACS, DAPT is necessary; clopidogrel is preferred over more potent P2Y12 inhibitors when bleeding risk is high.","Correct answer: A — Clopidogrel and aspirin. After DES for ACS, DAPT is necessary; clopidogrel is preferred over more potent P2Y12 inhibitors when bleeding risk is high. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",ACS/Antiplatelet
481,MCQ,Pulmonary arterial hypertension with NYHA class IV symptoms improved to class II after sildenafil therapy. Next best treatment to maintain improvement?,Bosentan,Inhaled epoprostenol,Continue sildenafil alone,Add beta blockers,,,A,A — Bosentan,Bosentan is an appropriate next-step PAH therapy to sustain and extend the benefit achieved with sildenafil.,Bosentan is an appropriate next-step PAH therapy to sustain and extend the benefit achieved with sildenafil.,"Correct answer: A — Bosentan. Bosentan is an appropriate next-step PAH therapy to sustain and extend the benefit achieved with sildenafil. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Pulmonary hypertension
482,MCQ,82-year-old with decompensated heart failure and Cheyne-Stokes-like breathing. Most appropriate initial management?,Initiate intensive heart failure medical treatment,Home CPAP therapy,Refer for heart transplantation,Start nocturnal oxygen therapy,,,A,A — Initiate intensive heart failure medical treatment,Central sleep apnea in HF is initially managed by optimizing heart-failure therapy.,Central sleep apnea in HF is initially managed by optimizing heart-failure therapy.,"Correct answer: A — Initiate intensive heart failure medical treatment. Central sleep apnea in HF is initially managed by optimizing heart-failure therapy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Heart failure
483,MCQ,70-year-old man with CAD presents after sudden warning-free syncope; ECG shows conduction disease consistent with true trifascicular block. Most likely underlying cause?,Atrial fibrillation,Trifascicular block,Vasovagal syncope,Ventricular tachycardia,,,B,B — Trifascicular block,True trifascicular block can cause intermittent complete heart block and sudden syncope.,True trifascicular block can cause intermittent complete heart block and sudden syncope.,"Correct answer: B — Trifascicular block. True trifascicular block can cause intermittent complete heart block and sudden syncope. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
484,MCQ,Refractory angina despite maximal nitrates and beta-blockers; resting HR 80 bpm and no contraindication to further heart-rate reduction. Most appropriate next step?,Add ivabradine,Add ranolazine alone,Ivabradine and ranolazine combination,Increase nitrate dosage,,,A,A — Add ivabradine,Ivabradine is useful when heart rate remains elevated despite beta-blocker therapy.,Ivabradine is useful when heart rate remains elevated despite beta-blocker therapy.,"Correct answer: A — Add ivabradine. Ivabradine is useful when heart rate remains elevated despite beta-blocker therapy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Chronic coronary syndrome
485,MCQ,"During cardiac catheterization, a patient develops dysarthria and right hemiparesis. Head CT confirms ischemic stroke without hemorrhage, symptoms began 30 minutes ago. Most appropriate next step?",Start aspirin and monitor symptoms,Perform mechanical thrombectomy,Administer thrombolysis (tPA),Continue catheterization and reassess,,,C,C — Administer thrombolysis (tPA),"Within the therapeutic window and without hemorrhage, IV thrombolysis is first-line if there are no contraindications.","Within the therapeutic window and without hemorrhage, IV thrombolysis is first-line if there are no contraindications.","Correct answer: C — Administer thrombolysis (tPA). Within the therapeutic window and without hemorrhage, IV thrombolysis is first-line if there are no contraindications. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Stroke
486,MCQ,Which echocardiographic parameter is not consistent with severe mitral regurgitation?,Effective Regurgitant Orifice Area (EROA) > 0.4 cm²,PISA radius ≥ 9 mm,Vena contracta width ≥ 7 mm,Regurgitant volume < 30 mL/beat,,,D,D — Regurgitant volume < 30 mL/beat,"A regurgitant volume <30 mL/beat suggests mild MR, not severe MR.","A regurgitant volume <30 mL/beat suggests mild MR, not severe MR.","Correct answer: D — Regurgitant volume < 30 mL/beat. A regurgitant volume <30 mL/beat suggests mild MR, not severe MR. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Echo/Valves
487,MCQ,Which histopathological finding is most characteristic of myocardial infarction about 4 days after onset?,Extensive macrophage infiltration and granulation tissue formation,Coagulative necrosis and neutrophilic infiltration,Fibrotic scar formation and dense collagen deposition,Dense lymphocytic infiltration and no evidence of necrosis,,,A,A — Extensive macrophage infiltration and granulation tissue formation,"Around days 3–7, macrophages clear debris and early granulation tissue begins to form.","Around days 3–7, macrophages clear debris and early granulation tissue begins to form.","Correct answer: A — Extensive macrophage infiltration and granulation tissue formation. Around days 3–7, macrophages clear debris and early granulation tissue begins to form. Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Pathology/MI
