question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
223,single,"A 33-year-old man presented with severe angina. His angiogram shows a 90% k the proximal LAD, and a 50% lesion in the OM. He underwent PTCA and a bare-metal (2.5 x 23 mm) was deployed to the LAD. He comes back 1 month later with angina. V the best policy? WV ee",Stress exercise test jen,Cardiac perfusion scan xog,MSCT for coronaries 20g,Cardiac catheterization jel £) Trans-thoracic echocardiography oid,,,D,D — Cardiac catheterization jel £) Trans-thoracic echocardiography oid,"One month after bare-metal stent placement, recurrent angina is likely due to stent thrombosis or early in-stent restenosis. Non-invasive tests like stress exercises, perfusion scans, or MSCT may be limited by stent-related artifacts and the high probability of restenosis, while trans-thoracic echocardiography offers limited insight into coronary artery status. Therefore, invasive cardiac catheterization is the preferred diagnostic approach as it allows direct visualization and accurate assessment of the stent and coronary arteries.","One month after bare-metal stent placement, recurrent angina is likely due to stent thrombosis or early in-stent restenosis. Non-invasive tests like stress exercises, perfusion scans, or MSCT may be limited by stent-related artifacts and the high probability of restenosis, while trans-thoracic echocardiography offers limited insight into coronary artery status. Therefore, invasive cardiac catheterization is the preferred diagnostic approach as it allows direct visualization and accurate assessment of the stent and coronary arteries.","Correct answer: D — Cardiac catheterization jel £) Trans-thoracic echocardiography oid. One month after bare-metal stent placement, recurrent angina is likely due to stent thrombosis or early in-stent restenosis. Non-invasive tests like stress exercises, perfusion scans, or MSCT may be limited by stent-related artifacts and the high probability of restenosis, while trans-thoracic echocardiography offers limited insight into coronary artery status. Therefore, invasive cardiac catheterization is the preferred diagnostic approach as it allows direct visualization and accurate assessment of the stent and coronary arteries. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
224,single,"A 17-year-old girlis brought to the Emergency Department after collapsing whilst running for a bus. Apparently, she lost consciousness for around 40 seconds and felt weak and faint afterward. She has had three previous collapses over the past two years. Apparently, her father died suddenly at the age of 36. On examination, her BP is 100/60 mmHg, with pulse 70 bpm and regular. She has no murmurs, and her chest is clear. Which of the following is the most likely cause?",Atonic seizure,Cardiac syncope,Generalized tonic-clonic seizure,Psychogenic collapse,Vasovagal syncope,,B,B — Cardiac syncope,"The girl's history of collapse during exertion (running for a bus), her father's sudden death at a young age, and the absence of prodromal symptoms or murmurs suggest a likely cardiac cause of syncope, such as a heritable arrhythmogenic condition (e.g., long QT syndrome or hypertrophic cardiomyopathy). This warrants urgent cardiac evaluation, including ECG and possible genetic testing. Vasovagal syncope is less likely given the exertional trigger and family history.","The girl's history of collapse during exertion (running for a bus), her father's sudden death at a young age, and the absence of prodromal symptoms or murmurs suggest a likely cardiac cause of syncope, such as a heritable arrhythmogenic condition (e. g., long QT syndrome or hypertrophic cardiomyopathy). This warrants urgent cardiac evaluation, including ECG and possible genetic testing. Vasovagal syncope is less likely given the exertional trigger and family history.","Correct answer: B — Cardiac syncope. The girl's history of collapse during exertion (running for a bus), her father's sudden death at a young age, and the absence of prodromal symptoms or murmurs suggest a likely cardiac cause of syncope, such as a heritable arrhythmogenic condition (e. g., long QT syndrome or hypertrophic cardiomyopathy). This warrants urgent cardiac evaluation, including ECG and possible genetic testing. Vasovagal syncope is less likely given the exertional trigger and family history. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
225,single,"A 69-year-old man has been admitted to the Emergency Department with syncope. He feels hot, complains of nausea, and then faints. His electrocardiogram (ECG) during the symptoms is normal. His brother suffers from adult-onset epilepsy. Which one of the following is the investigation most likely to reveal the underlying diagnosis?",24-hECG,Computed tomography (CT) of the brain,Echocardiography,Electroencephalogram (EEG),Tilttest,,E,E — Tilttest,"The symptoms of feeling hot, nausea, and syncope are characteristic of vasovagal syncope, which is triggered by autonomic dysfunction or a reflex response. A tilt test is the investigation of choice to confirm vasovagal syncope as it replicates the conditions under which syncope occurs and monitors blood pressure and heart rate changes. Other investigations like CT or EEG are less likely to provide diagnostic insights in this scenario.","The symptoms of feeling hot, nausea, and syncope are characteristic of vasovagal syncope, which is triggered by autonomic dysfunction or a reflex response. A tilt test is the investigation of choice to confirm vasovagal syncope as it replicates the conditions under which syncope occurs and monitors blood pressure and heart rate changes. Other investigations like CT or EEG are less likely to provide diagnostic insights in this scenario.","Correct answer: E — Tilttest. The symptoms of feeling hot, nausea, and syncope are characteristic of vasovagal syncope, which is triggered by autonomic dysfunction or a reflex response. A tilt test is the investigation of choice to confirm vasovagal syncope as it replicates the conditions under which syncope occurs and monitors blood pressure and heart rate changes. Other investigations like CT or EEG are less likely to provide diagnostic insights in this scenario. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Miscellaneous
226,single,"A 42-year-old painter presents with vertigo, diplopia, and gait unsteadiness at the end of a busy afternoon painting the interior of a property. There is a markedly lower blood pressure in the left arm. What diagnosis fits best with this clinical picture?",Anterior circulation transient ischemic attack,Posterior circulation transient ischemic attack,Subclavian steal syndrome,Unexplained cardiac arrhythmia,Vestibular neuronitis,,C,C — Subclavian steal syndrome,Vertebrobasilar symptoms with a lower blood pressure in the affected arm during arm activity suggest subclavian steal syndrome due to proximal subclavian stenosis.,Vertebrobasilar symptoms with a lower blood pressure in the affected arm during arm activity suggest subclavian steal syndrome due to proximal subclavian stenosis.,"Correct answer: C — Subclavian steal syndrome. Vertebrobasilar symptoms with a lower blood pressure in the affected arm during arm activity suggest subclavian steal syndrome due to proximal subclavian stenosis. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: for diagnosis questions, identify the single option that explains the entire clinical pattern rather than only one isolated clue.",Miscellaneous
227,single,Apatient with systemic lupus erythematosus has uncontrolled hypertensi le her pregnancy. She is in week 32 and has a blood pressure of 152/84 mmHg. \ most appropriate therapy? \g@,Cyclophosphamide 28,Heparin se,Labetalol u 20,Ramipril 105,"Warfarin sia Explanation; Labetalol is the first-line antihypertensive agent for managing U hypertension in pregnancy, including in patients with SLE. It is safe for bo ntl and fetus and effectively lowers BP. ACE inhibitors like Ramipril and antico: Warfarin are contraindicated during pregnancy due to teratogenic effects. ‘ Correct Answer: C 4 84 "" 0 EPEESET ‘ic",,C,C — Labetalol u 20,,,"Correct answer: C — Labetalol u 20. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
228,single,"A 17-year-old man is brought to the ED after collapsing whilst swimming. He is found to have VF, is defibrillated successfully, and his 12-lead ECG demonstrates QT prolongation. You suspect congenital long-QT syndrome. Which defect is most likely?",Slow delayed rectifier potassium channel mutation,Rapid delayed rectifier potassium channel mutation,Cav 1.2 calcium channel mutation,Sodium channel mutation,Ankyrin B mutation,,A,A — Slow delayed rectifier potassium channel mutation,"Long-QT syndrome triggered by swimming with QT prolongation and VF is consistent with LQT1, due to mutation of the slow delayed rectifier potassium channel.","Long-QT syndrome triggered by swimming with QT prolongation and VF is consistent with LQT1, due to mutation of the slow delayed rectifier potassium channel.","Correct answer: A — Slow delayed rectifier potassium channel mutation. Long-QT syndrome triggered by swimming with QT prolongation and VF is consistent with LQT1, due to mutation of the slow delayed rectifier potassium channel. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
229,single,A 44-year-old woman with end-stage renal disease on hemodialysis is admitted in septic shock. Multiple blood cultures are positive. TEE images show a right atrial mass near the SVC junction. What is the cardiological diagnosis?,A vegetation attached to the left atrial and left pulmonary vein connection,A thrombus attached to the anterior right atrium to SVC connection,A vegetation attached to the posterior RA to SVC junction,A thrombus attached to the left atrial body to appendage connection,A thrombus attached to the left pulmonary vein connection,,C,C — A vegetation attached to the posterior RA to SVC junction,"In septic shock with bacteremia, a mass at the posterior RA to SVC junction is most consistent with vegetation, commonly seen with dialysis catheter-associated endocarditis.","In septic shock with bacteremia, a mass at the posterior RA to SVC junction is most consistent with vegetation, commonly seen with dialysis catheter-associated endocarditis.","Correct answer: C — A vegetation attached to the posterior RA to SVC junction. In septic shock with bacteremia, a mass at the posterior RA to SVC junction is most consistent with vegetation, commonly seen with dialysis catheter-associated endocarditis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
230,single,"A 52-year-old man presented with headache and SOB, clinical examination was unremarkable apart for S4 on the apex. BP 190/110. The patient was given captopril 5 TID, hydrochlorothiazide 25 mg, and amlodipine 10 mg. His BP after 2 weeks was 189, What should be done next?",Wait because hypotensive drugs need more time to act,Increase hydrochlorothiazide to 50 mg :,Increase captopril to 100 mg TID,Add alpha methyldopa 250 mg TID,Replace amlodipine by nifedipine,,D,D — Add alpha methyldopa 250 mg TID,"The patient has resistant hypertension (BP 180/105 mmHg) despite tr therapy (captopril, hydrochlorothiazide, amlodipine), raising suspicion of seconda hypertension, especially with an S4 heart sound suggesting left ventricular hypertr Adding alpha-methyldopa is a reasonable next step, particularly if pheochromocyt or other secondary causes (e.g., renal artery stenosis, sleep apnea) are suspected reduces sympathetic outflow. Increasing current drug doses or switching calcium channel blockers is less effective in resistant hypertension.","The patient has resistant hypertension (BP 180/105 mmHg) despite tr therapy (captopril, hydrochlorothiazide, amlodipine), rais ing suspicion of seconda hypertension, especially with an S4 heart sound suggesting left ventricular hypertr Adding alpha-methyldopa is a reasonable next step, particularly if pheochromocyt or other secondary causes (e. g., renal artery stenosis, sleep apnea) are suspected reduces sympathetic outflow. Increasing current drug doses or switching calcium channel blockers is less effective in resistant hypertension.","Correct answer: D — Add alpha methyldopa 250 mg TID. The patient has resistant hypertension (BP 180/105 mmHg) despite tr therapy (captopril, hydrochlorothiazide, amlodipine), rais ing suspicion of seconda hypertension, especially with an S4 heart sound suggesting left ventricular hypertr Adding alpha-methyldopa is a reasonable next step, particularly if pheochromocyt or other secondary causes (e. g., renal artery stenosis, sleep apnea) are suspected reduces sympathetic outflow. Increasing current drug doses or switching calcium channel blockers is less effective in resistant hypertension. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension/Vascular
231,single,"A 53-year-old man developed STEMI. He gave a history of chronic renal disease y creatinine 2.1. He was transferred to the hospital where he underwent PCI and deployment of 3 drug-eluting stents in the LAD and RCA. After the procedure, he wa; on clopidogrel 75 mg and aspirin 75 mg. However, he developed severe allergic sym} in the form of urticaria and bronchospasm, which he attributed to clopidogrel as he} receiving the same aspirin dose before the heart attack without allergic symptoms. } antihistamines with no effect. What will you do? ;",Stop clopidogrel and give double dose of aspirin. 4,Stop clopidogrel and give subcutaneous enoxaparin and aspirin. ;,Replace clopidogrel by dipyridamole 25 mg bid. ‘,Replace clopidogrel by ticagrelor 90 mg bid. y,Replace clopidogrel by prasugrel 40 mg. ; oe ©,,D,D — Replace clopidogrel by ticagrelor 90 mg bid. y,This patient requires DAPT to prevent stent thrombosis following PCI\ i drug-eluting stents. Clopidogrel is no longer suitable due to severe allergic reactio! Ticagrelor is an effective alternative P2Y12 receptor antagonist that can replace \ clopidogrel without increasing allergic risks.,This patient requires DAPT to prevent stent thrombosis following PCI\ i drug-eluting stents. Clopidogrel is no longer suitable due to severe allergic reactio! Ticagrelor is an effective alternative P2Y12 receptor antagonist that can replace \ clopidogrel without increasing allergic risks.,"Correct answer: D — Replace clopidogrel by ticagrelor 90 mg bid. y. This patient requires DAPT to prevent stent thrombosis following PCI\ i drug-eluting stents. Clopidogrel is no longer suitable due to severe allergic reactio! Ticagrelor is an effective alternative P2Y12 receptor antagonist that can replace \ clopidogrel without increasing allergic risks. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
232,single,"A51-year-old woman with a history of IHD and atrial fibrillation complained of increasing SOB, fatigue, and nocturia. She was on frusemide, Lanoxin, ramipril, and nitrates. Clinical examination showed mild edema in LL and grade II systolic on mitral area. Echo revealed EF 35%. Lab findings were Hb 12 g%, creatinine 1.9, | K 4.6, FBS 270, HbA1C 8. What drug would you choose for starting and controlling ” diabetes? 138",Metformin then insulin. J,Glimepiride.,Sitagliptin and metformin. :,Glibenclamide combined with metformin. d 86 4 ;,,,A,A — Metformin then insulin. J,"In this patient with cardiovascular comorbidities (IHD, AF, and heart failure with EF 35%), renalimpairment, and poor glycemic control, the best approach is metformin followed by insulin (option a), Metformin offers CV benefits and a low hypoglycemia risk, while insulin is suitable for severe hyperglycemia and safe in heart failure and renal impairment. Other options are less ideal due to higher hypoglycemia risk (glimepiride, glibenclamide) or increased heart failure risk (sitagliptin).","In this patient with cardiovascular comorbidities (IHD, AF, and heart failure with EF 35%), renalimpairment, and poor glycemic control, the best approach is metformin followed by insulin (option a), Metformin offers CV benefits and a low hypoglycemia risk, while insulin is suitable for severe hyperglycemia and safe in heart failure and renal impairment. Other options are less ideal due to higher hypoglycemia risk (glimepiride, glibenclamide) or increased heart failure risk (sitagliptin).","Correct answer: A — Metformin then insulin. J. In this patient with cardiovascular comorbidities (IHD, AF, and heart failure with EF 35%), renalimpairment, and poor glycemic control, the best approach is metformin followed by insulin (option a), Metformin offers CV benefits and a low hypoglycemia risk, while insulin is suitable for severe hyperglycemia and safe in heart failure and renal impairment. Other options are less ideal due to higher hypoglycemia risk (glimepiride, glibenclamide) or increased heart failure risk (sitagliptin). Exam tip: for mechanism or pathology questions, anchor your choice to the defining morphologic or molecular hallmark.",Arrhythmia
233,single,"Twenty-four hours following acute MI, the patient experienced a sense of fainting and SOB, His ECG was unchanged, but a grade III pansystolic murmur was heard for the first time on the precordium accompanied by a thrill. What is the best management?",Complete rest.,IV nitroprusside.,Immediate surgery.,Catheterization.,IABP + percutaneous repair.,,C,C — Immediate surgery.,"Twenty-four hours after a myocardial infarction, the sudden appearance of a loud pansystolic murmur accompanied by a palpable thrill strongly suggests a mechanical rupture (most often a ventricular-septal defect, occasionally papillary-muscle rupture). Both lesions cause abrupt hemodynamic collapse and carry > 90% in-hospital mortality without prompt operative repair; definitive treatment is therefore urgent surgical closure or valve replacement. Vasodilators (e.g., nitroprusside) or an intra-aortic balloon pump may be used as bridging measures, but they do not replace the need for early surgery.","Twenty-four hours after a myocardial infarction, the sudden appearance of a loud pansystolic murmur accompanied by a palpable thrill strongly suggests a mechanical rupture (most often a ventricular-septal defect, occasionally papillary-muscle rupture). Both lesions cause abrupt hemodynamic collapse and carry > 90% in-hospital mortality without prompt operative repair; definitive treatment is therefore urgent surgical closure or valve replacement. Vasodilators (e. g., nitroprusside) or an intra-aortic balloon pump may be used as bridging measures, but they do not replace the need for early surgery.","Correct answer: C — Immediate surgery.. Twenty-four hours after a myocardial infarction, the sudden appearance of a loud pansystolic murmur accompanied by a palpable thrill strongly suggests a mechanical rupture (most often a ventricular-septal defect, occasionally papillary-muscle rupture). Both lesions cause abrupt hemodynamic collapse and carry > 90% in-hospital mortality without prompt operative repair; definitive treatment is therefore urgent surgical closure or valve replacement. Vasodilators (e. g., nitroprusside) or an intra-aortic balloon pump may be used as bridging measures, but they do not replace the need for early surgery. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular
234,single,"An 80-year-old diabetic patient presented to the cardiology outpatient clinic in AF. He is with good glycemic control on twice-daily metformin and a previous duodenal ulcer related to Helicobacter pylori 10 years ago. His blood pressure is 135/80 mmHg, and his heart rate is 90 bpm. ECG confirms AF with no other abnormalities, and an echocardiogram shows left atrial dilatation and prolapse of the posterior leaflet of the mitral valve but with preserved right and left ventricular function with a left ventricular ejection fraction of 60%. His CHA,DS,VASc score is 3, What is the most appropriate anticoagulant for this patient? |",Aspirin 75 mg daily,Dabigatran 110 mg twice daily,Rivaroxaban 20 mg daily,Clopidogrel 75 mg daily £. Warfarin adjusted by INR,,,B,B — Dabigatran 110 mg twice daily,"This patient with AF and a CHA,DS.VASc score of 3 requires anticoagulation to prevent thromboembolism. Dabigatran is preferred due to its superior safety profile, especially in elderly patients with a history of a duodenal ulcer. The lower dose of 110 mg twice daily is recommended to reduce bleeding risk in patients over 80 years old. Aspirin and clopidogrel are insufficient for stroke prevention in AF, while warfarin requires more intensive monitoring and has higher bleeding risks. Rivaroxaban is another option, but dabigatran has a lower bleeding risk in such patients,","This patient with AF and a CHA, DS. VASc score of 3 requires anticoagulation to prevent thromboembolism. Dabigatran is preferred due to its superior safety profile, especially in elderly patients with a history of a duodenal ulcer. The lower dose of 110 mg twice daily is recommended to reduce bleeding risk in patients over 80 years old. Aspirin and clopidogrel are insufficient for stroke prevention in AF, while warfarin requires more intensive monitoring and has higher bleeding risks. Rivaroxaban is another option, but dabigatran has a lower bleeding risk in such patients,","Correct answer: B — Dabigatran 110 mg twice daily. This patient with AF and a CHA, DS. VASc score of 3 requires anticoagulation to prevent thromboembolism. Dabigatran is preferred due to its superior safety profile, especially in elderly patients with a history of a duodenal ulcer. The lower dose of 110 mg twice daily is recommended to reduce bleeding risk in patients over 80 years old. Aspirin and clopidogrel are insufficient for stroke prevention in AF, while warfarin requires more intensive monitoring and has higher bleeding risks. Rivaroxaban is another option, but dabigatran has a lower bleeding risk in such patients,. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
235,single,"A 63-year-old woman with hypertension and diabetes is found on routine checkup to have hepatitis C and dyslipidemia. LDL is 172 mg/dL, ALT 92 IU/L, and AST 95 IU/L. What is the best treatment of dyslipidemia in this patient?",Lifestyle modification,Ezetimibe alone,Statin alone,Omega-3 fatty acids,Fenofibrate,,C,C — Statin alone,"With significantly elevated LDL and multiple cardiovascular risk factors, statin therapy is first-line. Statins can be used cautiously in chronic hepatitis C with monitoring.","With significantly elevated LDL and multiple cardiovascular risk factors, statin therapy is first-line. Statins can be used cautiously in chronic hepatitis C with monitoring.","Correct answer: C — Statin alone. With significantly elevated LDL and multiple cardiovascular risk factors, statin therapy is first-line. Statins can be used cautiously in chronic hepatitis C with monitoring. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Hypertension/Vascular
236,single,"An 82-year-old man developed palpitations. He gave a history of coronary angio} and stenting with 2 drug-eluting stents. At hospital, his ECG showed diffuse T wave ~ inversion in the precordial leads and atrial fibrillation (AF). His medications were q ) clopidogrel 75 mg, aspirin 150 mg, trimetazidine 35 mg, and bisoprolol 5 mg. TEE di show any thrombus in the LAA. DC cardioversion was performed, which resulted in return to normal sinus rhythm for 6 hours, followed by a return to AF. What do you ~ recommend as medical treatment? &",DC cardioversion pd,Cordarone 500 mglV ote,Stop clopidogrel and give rivaroxaban,Stop aspirin and give rivaroxaban +,Continue on aspirin and clopidogrel and add rivaroxaban BI,,D,D — Stop aspirin and give rivaroxaban +,"Given the patient's recurrent atrial fibrillation and history of coronary stenting with drug-eluting stents, anticoagulation with rivaroxaban is necessary te stroke. To minimize bleeding risk while maintaining stent protection, it’s advisable aspirin and add rivaroxaban to clopidogrel, as clopidogrel is more critical than as preventing stent thrombosis.","Given the patient's recurrent atrial fibrillation and history of coronary stenting with drug-eluting stents, anticoagulation with rivaroxaban is necessary te stroke. To minimize bleeding risk while maintaining stent protection, it's advisable aspirin and add rivaroxaban to clopidogrel, as clopidogrel is more critical than as preventing stent thrombosis.","Correct answer: D — Stop aspirin and give rivaroxaban +. Given the patient's recurrent atrial fibrillation and history of coronary stenting with drug-eluting stents, anticoagulation with rivaroxaban is necessary te stroke. To minimize bleeding risk while maintaining stent protection, it's advisable aspirin and add rivaroxaban to clopidogrel, as clopidogrel is more critical than as preventing stent thrombosis. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Arrhythmia
237,single,A 12-year-old boy presented with swelling on elbows and knees. On questi! admitted having chest pain while playing football. His exercise test was positive exercise-induced ischemia. Serum cholesterol was 632 and TG 292. Which drug you choose for him? “a,PCSK9 inhibitor *,Statins ay ©) Nicotinic acid 4,,Cholestyramine 1a,Fenofibrates N | 88,,B,B — Statins ay ©) Nicotinic acid 4,"The patient has severe hypercholesterolemia (cholesterol 632 mg/dL) and clinical signs of hyperlipidemia (joint swelling) with exercise-induced ischemia, suggestive of familial hypercholesterolemia. Statins are the first-line treatment to lower LDL cholesterol and reduce cardiovascular risk in such cases.","The patient has severe hypercholesterolemia (cholesterol 632 mg/dL) and clinical signs of hyperlipidemia (joint swelling) with exercise-induced ischemia, suggestive of familial hypercholesterolemia. Statins are the first-line treatment to lower LDL cholesterol and reduce cardiovascular risk in such cases.","Correct answer: B — Statins ay ©) Nicotinic acid 4. The patient has severe hypercholesterolemia (cholesterol 632 mg/dL) and clinical signs of hyperlipidemia (joint swelling) with exercise-induced ischemia, suggestive of familial hypercholesterolemia. Statins are the first-line treatment to lower LDL cholesterol and reduce cardiovascular risk in such cases. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Pharmacology
238,single,"A 33-year-old woman presented with painful swelling of her right calf. The calf was tender, and there was positive Homan's sign. She denied any prolonged recumbency, but she gave a history of recurrent previous abortion. Which of the following investigations would reveal the underlying cause of her condition?",ProteinS,INR,Antiphospholipid antibody,CBC,D-Dimer,,C,C — Antiphospholipid antibody,"The patient has symptoms of DVT and a history of recurrent abortions, both of which are strongly suggestive of antiphospholipid syndrome (APS). Testing for antiphospholipid antibodies is the most specific investigation to confirm the diagnosis.","The patient has symptoms of DVT and a history of recurrent abortions, both of which are strongly suggestive of antiphospholipid syndrome (APS). Testing for antiphospholipid antibodies is the most specific investigation to confirm the diagnosis.","Correct answer: C — Antiphospholipid antibody. The patient has symptoms of DVT and a history of recurrent abortions, both of which are strongly suggestive of antiphospholipid syndrome (APS). Testing for antiphospholipid antibodies is the most specific investigation to confirm the diagnosis. When the stem spans symptoms, auscultation, and embolic phenomena, choose the option that best integrates all of them rather than a partial fit. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Miscellaneous
239,single,A 13-year-old boy presented with persistent headache. His BP was 170/110 in the upper limbs and 90/70 in the lower limbs; there was a late systolic murmur at the LSB. You decided to do an echocardiogram. What will be the best view to diagnose?,Apical long axis,Apical four chamber r,Subcostal,Suprasternal,Short axis,,D,D — Suprasternal,"This patient presents with hypertension in the upper limbs, lower BP in the lower limbs, and a murmur at the left sternal border, which is classic for coarctation of the aorta. The suprasternal echocardiographic view is the best approach to visualize the aortic arch and detect narrowing or abnormalities in the descending aorta, confirming the diagnosis of coarctation.","This patient presents with hypertension in the upper limbs, lower BP in the lower limbs, and a murmur at the left sternal border, which is classic for coarctation of the aorta. The suprasternal echocardiographic view is the best approach to visualize the aortic arch and detect narrowing or abnormalities in the descending aorta, confirming the diagnosis of coarctation.","Correct answer: D — Suprasternal. This patient presents with hypertension in the upper limbs, lower BP in the lower limbs, and a murmur at the left sternal border, which is classic for coarctation of the aorta. The suprasternal echocardiographic view is the best approach to visualize the aortic arch and detect narrowing or abnormalities in the descending aorta, confirming the diagnosis of coarctation. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
240,single,A31-year-old woman presented in her 5th month of pregnancy with severe headache. Her BP was 200/110. The urine showed heavy proteinuria. There was papilledema by fundoscopy. You admit her to the hospital and started therapy. Which drug would you choose to start with?,IV frusemide | b) IV Na nitroprusside,,IV diazoxide,IV labetalol,lV nitroglycerine,,D,D — IV labetalol,"This patient presents with severe preeclampsia (severe hypertension, heavy proteinuria, papilledema) during pregnancy, IV labetalol is the first-line treatment to lower blood pressure safely and effectively in pregnant women without compromising uteroplacental blood flow.","This patient presents with severe preeclampsia (severe hypertension, heavy proteinuria, papilledema) during pregnancy, IV labetalol is the first-line treatment to lower blood pressure safely and effectively in pregnant women without compromis ing uteroplacental blood flow.","Correct answer: D — IV labetalol. This patient presents with severe preeclampsia (severe hypertension, heavy proteinuria, papilledema) during pregnancy, IV labetalol is the first-line treatment to lower blood pressure safely and effectively in pregnant women without compromis ing uteroplacental blood flow. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Hypertension/Vascular
241,single,"A 71-year-old man with chronic renal disease presented with recurrent headache shortness of breath. His BP was 210/130 and pulse 80/min. JVP was normal. On auscultation, there was a soft ejection systolic murmur on the aortic area and grade; S2. All pulses were well felt. His creatinine 1.7, K 4.5, Na 135, SGOT and SGPT norma 110, CK MB 12, What would you advise for immediate treatment?",IV frusemide,Sublingual nifedipine .,Oral ACE inhibitors + CCB,IVnitroprusside,IV labetalol,,E,E — IV labetalol,"This patient presents with hypertensive emergency (BP 210/130 mmHg symptoms of headache and dyspnea). While IV nitroprusside is often a first-line age, hypertensive emergencies, the presence of CKD alters this approach due to the risk. cyanide toxicity. IV labetalol provides a safer and effective alternative for immediate pressure control.","This patient presents with hypertensive emergency (BP 210/130 mmHg symptoms of headache and dyspnea). While IV nitroprusside is often a first-line age, hypertensive emergencies, the presence of CKD alters this approach due to the risk. cyanide toxicity. IV labetalol provides a safer and effective alternative for immediate pressure control.","Correct answer: E — IV labetalol. This patient presents with hypertensive emergency (BP 210/130 mmHg symptoms of headache and dyspnea). While IV nitroprusside is often a first-line age, hypertensive emergencies, the presence of CKD alters this approach due to the risk. cyanide toxicity. IV labetalol provides a safer and effective alternative for immediate pressure control. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Hypertension/Vascular
242,single,"An 80-year-old man presenting with syncope. He has a history of left pneumonec for lung cancer 5 years ago. On auscultation, a systolic ejection murmur was heard, echocardiogram was done to evaluate the etiology of syncope. What is the most pro diagnosis? vo",Hypertrophic cardiomyopathy,Discrete membranous aortic stenosis,Valvular aortic stenosis,Supravalvular aortic stenosis,Severe aortic regurgitation,,C,C — Valvular aortic stenosis,"The echocardiographic Doppler image reveals a high-velocity systolic steep peaks, indicating a significant pressure gradient across the aortic valve, cons with severe valvular aortic stenosis. This fixed obstruction explains the systolic eje murmur, syncope, and is age-appropriate for degenerative calcific disease, ruling dynamic or congenital causes like hypertrophic cardiomyopathy or supravalvular","The echocardiographic Doppler image reveals a high-velocity systolic steep peaks, indicating a significant pressure gradient across the aortic valve, cons with severe valvular aortic stenosis. This fixed obstruction explains the systolic eje murmur, syncope, and is age-appropriate for degenerative calcific disease, ruling dynamic or congenital causes like hypertrophic cardiomyopathy or supravalvular","Correct answer: C — Valvular aortic stenosis. The echocardiographic Doppler image reveals a high-velocity systolic steep peaks, indicating a significant pressure gradient across the aortic valve, cons with severe valvular aortic stenosis. This fixed obstruction explains the systolic eje murmur, syncope, and is age-appropriate for degenerative calcific disease, ruling dynamic or congenital causes like hypertrophic cardiomyopathy or supravalvular. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
